朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
宋,丸,内,2946.0,太一万金丹,《直指小儿方》卷二,代赭石(煅，醋淬)  全蝎(焙)  朱砂  琥珀各3g  南星(湿纸煨)  禹白附(生)  防风  乌梢蛇肉(jiu浸，炙)  天麻各3g  麝香o．3g,3g,熄风化痰，镇心安神。,止痉(小儿惊风),小儿痰热惊风。,上为末，粟米糊为丸，如梧桐子大。,每次l丸，急惊，薄荷汤化服；初传慢惊尚有阳证，用人参汤化服。,,y,10.0,,,
明,丸,内,3202.0,化风丹,《婴童百问》卷上,胆南星  羌活  独活  防风  天麻  人参(去芦)  川芎  荆芥  粉草  全蝎各等分,等分,祛风化痰，平肝定搐。,止痉,小儿风痰上扰，发为惊痈。,上为末，炼蜜为丸，如鸡头子大。,每次l丸，用薄荷汤送服。,,n,10.0,,,
明,丸,内,3424.0,牛黄膏,《万氏家抄方》卷下,牛胆南星  川黄连(jiang汁炒)  全蝎(洗，炙)  蝉蜕(去足)各7．5g  僵蚕(炒)  禹白附  防风  明天麻(煨)各4．5g  木香3g  麝香1．5g,4.5g,清热熄风，化痰开窍。,止痉,小儿风痫,上为细末，蒸枣(去皮、核，取肉)研成膏为丸，如小豆大。,食远用荆芥、生姜汤研化服。,,y,10.0,,方中黄连清热泻火；胆南星、天麻、全蝎、蝉蜕、僵蚕、白附子、防风熄风化痰；麝香芳香化浊开窍，配伍木香行气化滞，使化痰开窍之力益著。诸药相合，共奏清热熄风，化痰开窍，定痫宁神之效,
明•傅仁宗撰（1644）,煮散,内,4322.0,正容汤,《审视瑶函》卷六,羌活  白附子  防风  秦艽  胆星　白僵蚕  半夏(制)  木瓜  甘草  茯神木各等分,等分,祛风化痰，舒筋活络。,止痉,风痰痹阻经络，口眼歪斜，仪容不正。,上锉。用水400m1，加生姜3片，煎至300m1，去滓。,加酒适量，热服。,,n,10.0,,,
明,汤,内,6260.0,加减续命汤,《丹台玉案》卷五,杏仁  官桂  胆星  陈皮各2．4g　川芎  防风  人参  黄芩  附子各3g  甘草1．5g,3g,祛风化痰，活血通络。,止痉,产后中风，不省人事，口眼歪斜，半身不遂，语言謇涩，手足颤摇。,加生姜5片，水煎，去滓。,温服,,y,10.0,,,
明,散,内,6379.0,圣散子,《普济方》卷九十四引《经验方》,草乌头(皮小皱有芦头者可用，削去皮、尖，凡无芦头者不可用)120g  川芎  当归  藁本  防风  桂(不见火)  天南星(生)  雄黄(研入)各15g  白芷  干姜(生)各30g,15g,祛风通络，活血止痛。,止痉,偏风，半身不遂，一切风麻痹疼痛，及破伤急风。,上为末。,每次0．3～0．6g，空腹、食前用煨葱白、麝香、酒调服；病甚者可服1．5s，逾时方可进饮食。,,y,10.0,,,
清,汤,内,7005.0,至仁汤,《辨证录》卷二,白术  黄芪  白芍  天花粉各9g  茯苓15g  车前子3g  防风1．5g  甘草1．5g  肉  桂0．9g  益智仁1．5g,1.5g,健脾益气，祛风利湿。,中风后虚,猝中之后，手足走注疼痛，久之则麻痹不仁，难以屈伸,水煎，去滓。,温服,,y,10.0,,,
明,汤,内,7402.0,竹沥饮,《古今医统》卷八十五,防己  防风  桑寄生  人参  当归　川芎  独活  竹沥  茯苓  甘草,wbz,补气养血，化痰祛风。,止痉(子痫),妊娠气血两虚，痰热内蕴，风邪外侵，致患子痫。,水煎，去滓，冲入竹沥。,温服,,n,10.0,,,
金,丸,内,7644.0,血风汤,《素问病机气宜保命集》卷下,秦艽  羌活  防风  白芷  川芎  芍药  当归  地黄  白术  茯苓各等分,等分,祛风除湿，养血和营。,止痉(产后中风),产后血虚，风湿侵入经络，手足痿软无力，筋脉拘挛，关节屈伸不利，舌淡苔白润，脉细。,上为细末，炼蜜为丸，如梧桐子大。,每次50～70丸，温酒调服。,,n,10.0,,本方为产后血虚，风湿痹阻经络而设。治宜祛风养血，标本兼顾。方中秦艽、羌活、防风、白芷祛风胜湿，令邪外出；当归、芍药、地黄、川芎、养血行血，血行则风自灭；白术、茯苓健脾渗湿，配合成方。共奏祛风胜湿，养血和营之效。,
宋,丸,内,8069.0,防风丸,《圣济总录》卷六,防风(去叉)  白僵蚕(炒)  干蝎(jiu炒)  白附子(炮)  五灵脂(研)  朱砂(研)  羌活  天麻  天浆子(去壳，入药末，研)各7．5g  牛黄(研)3g,7.5g,祛风化痰，解惊,止痉(小儿惊风),中急风，及小儿急惊风。,上为细末，糯米煮糊为丸，如麻子大。,每次5丸，加至7丸，薄荷酒送服；或口噤，研化灌下。小儿急惊风，每次2～3丸，荆芥、薄荷汤送服。,去叉,y,10.0,,,
宋,丸,内,8107.0,防风天麻丸,《幼幼新书》卷十四引张涣方,防风  天麻  人参各7．5g  甘草(炙)  白僵蚕  干全蝎  白附子各15g(以上为细末)  朱砂(细研，水飞)30g  牛黄(研)7．5g  麝香(研)3g,7.5g,祛风镇惊。,止痉(小儿惊风),小儿伤寒夹惊。,上为细末，炼蜜为丸，如皂子大。,每次1丸，薄荷汤化服。,,y,10.0,,,
明,煮散,内,8200.0,观音全蝎散,《奇效良方》卷六十四,全蝎21个  天麻(炮)  防风  羌活各1．5g  川白芷  甘草(炙)  扁豆(姜制)  黄芪(蜜炙)各9g  砂仁  赤茯苓各15g,1.5g,平肝熄风，健脾止泻。,止痉(小儿惊风),小儿外感风寒，内伤脾胃，致吐泻不止，遂成慢惊。,上为末,每次3g，用冬瓜仁煎汤调服，不拘时候。,,y,10.0,,,
宋,煮散,内,8375.0,麦门冬汤,《圣济总录》卷一五O,麦冬(去心，焙)  白茯苓  人参　防风  川芎  当归(切，焙)  紫菀各30g  桂  甘草(炙)  紫石英(研)各15g,30g,养心安神，活血祛风。,止痉,妇人心气虚弱，为风邪所乘，惊悸不定,上为粗末。每次9g，用水150ml，煎105ml，去滓。,温服，不拘时候。,,y,10.0,,,
宋,散,内,8467.0,远志散,《圣济总录》卷十五,远志(去心)  人参  细辛(去苗叶)　白茯苓(去黑皮)  黄芪(锉)  桂(去粗皮)各30g　熟地黄(焙)  菖蒲  白术  防风(去叉)各15g,15g,补气养血，疏风开窍。,止痉,脾胃气虚，肝风内动，致患风厥，多惊骇，背痛，善欠。,上为散。,每次6g，空心、晚食前以温酒调下,去叉,y,10.0,,,
宋,丸,内,754.0,人参丸,《太平圣惠方》卷二十六又名补虚丸(《圣济总录》卷九十二),人参30g  麦冬45g(去心，焙)  黄芪30g(锉)  甘草30g(炙微赤，锉)  石菖蒲30g　防风30g(去叉头)  远志30g(去心)  附子30g(炮裂，去皮、脐)  白茯苓30g  五味子30g  桂心30g,30g,补虚宁心,止痉,虚劳脉极，惊跳，乍安乍发,上为末，炼蜜为丸，如梧桐子大。,每次20丸，以粥饮送服，不拘时候。,去叉头,y,11.0,,,
明,酒,内,5526.0,白花蛇酒,《本草纲目》卷四十三引《濒湖集简方》,白花蛇(1条，温水洗净，头、尾各去9．9cm，jiu浸，去骨、刺，取净肉)30g  全蝎(炒)  当归  防风  羌活各3g  独活  白芷  天麻  赤芍药  甘草  升麻各15g    ,3g,祛风活血。,中风,中风，手足缓弱，口眼喁斜，语言謇涩：或筋脉挛急，肌肉顽痹，皮肤燥痒，骨节疼痛；或生恶疮，疥癞。,上锉，以绢袋盛贮。用糯米15kg蒸熟，如常造酒，以袋置缸中，待成，取酒同袋密封，煮熟，置阴地七日出毒。,每次温饮适量，常令相续。,,y,11.0,,,
宋,煮散,内,5580.0,白茯苓散,《太平圣惠方》卷四,白茯苓30g  远志22．5g(去心)  甘草15g(炙微赤，锉)  桂心30g  人参30g(去芦头)  白芍药22．5g  防风22．5g(去芦头)  熟地黄30g  铁粉60g  黄芪22．5g(锉)  麦冬22．5g(去心),22.5g,益气养血，安神定志。,止痉　安神,心脏气血两虚，惊悸好忘，恍惚。,上为粗散。每次9克，以水250ml，加生姜3g，大枣3个，煎至150ml，去滓。,温服，不拘时候。,,y,11.0,,,
宋,煮散,内,8064.0,防己散 ,《妇人大全良方》卷十四,防风  羌活  防己各30g  麻黄(去节)15g  黄松节30g  桂心  荆芥穗  羚羊角屑 桑寄生  甘草  薏苡仁各15g,30g,祛风散寒，舒筋活络。,妊娠中风,妊娠中风，口眼喁斜，手足顽痹。,上哎咀。每次9s，以水150m1，加生姜3．5g，煎至90m1，去滓。,温服。,,y,11.0,,,
明,丸,内,11423.0,泻青丸,《明医指掌》卷十,当归  川芎  山栀  大黄  羌活  防风  胆草  生地  竹叶  琥珀  天竺黄各等分,等分,泻肝镇惊,止痉(小儿惊风),小儿肝热惊风，目窜或暴赤，手足抽搐。,上为末，炼蜜为丸，如芡实大。,每次1丸，砂糖汤化服。,,n,11.0,,,
明,丸,内,1307.0,大衍丸,《解围元薮》卷三,羌活  当归  白芷  防风  粉草  连翘  熟地  牛蒡子  僵蚕各60g  蒺藜180g  玄参250g(酒拌，晒)  苦参皮500g(jiu浸，九蒸晒),60g,祛风养血，舒筋通络。,中风后虚,诸风瘫痪，痿废变形，肿胀困败者。,上为末，酒糊为丸，如梧桐子大。,每次100丸，滚汤送服，一日三次。,,y,12.0,,,
明,丸,内,1366.0,大麻丸,《医方类聚》卷九十六引《千金月令》)  又名大黄丸(《太平圣惠方》卷二十三)  搜风顺气丸(《仁斋直指》卷三)  镇风润气丸(《杂病源流犀烛》 卷十七),大黄450g  枳壳90g  槟榔150g  郁李仁150g  山药150g  牛膝150g  独活90g  防风90g  山茱萸90g  麻仁300g(别研)  菟丝子120g(jiu浸，别捣粉)  车前子180g,90g,疏风理气，滋阴润肠。,中风后虚,中风后，风气壅滞，阴亏津伤，大便秘涩，身体羸瘦，腰膝冷痛，四肢无力，遍身虚痒。,上为散，炼蜜为丸，如梧桐子大。,每次40丸，加至50丸，空腹温水送服；如腹脏热，用浆水送服。自然微利。,,y,12.0,,方中大黄苦寒峻猛，能下燥结而祛瘀热，加以蒸晒，则性稍和缓，故以为君；麻仁滑利，李仁甘润，并能入大肠而润燥通幽；车前利水，牛膝下行，又能益肝肾而不走元气；独活、防风之辛以润肾而搜风；枳壳、槟榔破滞而顺气；数药未免攻散，故又用山药益气固脾，山茱萸温肝补肾，菟丝益阳强阴，是攻中兼补之义。,
唐,汤,内,1941.0,小续命汤,《备急千金要方》卷八注文引《小品方》,麻黄  防己  人参  黄芩  桂心  甘草  芍药  川芎  杏仁各3g  附子6g  防风4．5g  生姜15g,4.5g,扶正祛风,中风　虚,正气不足，风邪外袭。中风不省人事，神情闷乱，半身不遂，筋急拘挛，口眼喁斜，语言蹇涩，牙关紧闭，手足厥冷。,上哎咀。用水1．2L，先煮麻黄，去上沫，纳诸药，煮取600m1，去滓。,分三次温服。不愈，更合三至四剂，必佳。,,y,12.0,,本方是治真中风的方剂。方中麻黄、防风、防己、生姜入太阳之经以祛风逐湿，疏通经络；风邪外壅，则里气不宣，里既不宣，则郁而为热，故以杏仁宣之，黄芩清之；而邪之所凑，其气必虚，故以人参、甘草益气而扶正；白芍、川芎护营而和血；用附子、桂心者，既可助补药之力，又能济麻黄以温经发表。,
唐,汤,内,1942.0,小续命汤,《备急于金要方》卷八引《胡洽方》)  又名续命汤(《外台秘要》卷十四引《深师方》,麻黄  桂心  甘草各6g  生姜15g　人参  川芎  白术  附子  防己  芍药  黄芩各3g  防风4．5g,4.5g,祛风散寒，益气扶正。,中风　虚,中风冒昧，不知痛处，拘急不得转侧，四肢缓急，二便失禁。,上畋咀。用水1．2L，煮取600m1,分三次温服,,y,12.0,,,
金•张元素撰,丸,内、外,2323.0,不换金丹,《医学启源》卷中,荆芥穗  白僵蚕(炒)  天麻  甘草各30g  羌活(去芦)  川芎  白附子(生)  川乌头(生)  蝎梢(去毒，炒)  藿香叶各15g  薄荷9g  防风30g,30g,祛风解痉，行经和血。,中风(中经),中风，口眼喁斜,上为细末，炼蜜为丸，如弹子大。,每次1丸，细嚼，茶清送服。另以l丸研细，用水调，如口喁向左，即右腮上涂之，反之亦然。,,y,12.0,,,
宋,丸,内,3387.0,牛黄丸,《太平圣惠方》卷十一,牛黄15g(细研)  冰片7．5g(细研)  天竺黄15g(细研)  犀角屑  羚羊角屑  朱砂(细研，水飞过)  黄芩  川升麻各30g  甘草7．5g(炙微赤，锉)  防风15g(去芦头)  麝香3g(细研)  真珠15g(细研),15g,清心散热，化痰开窍。,止痉,阳毒伤寒，心胸烦闷，恍惚如狂，结热不散。 ,上为末，入研药令匀，炼蜜为丸，如梧桐子大。,每次15丸，以温水嚼下，不拘时候。,,y,12.0,,,
清,丸,内,3495.0,牛黄五痫丸,《活人方》卷七,人参30g  天麻30g  防风30g  粉甘草60g  白僵蚕1．5g  全蝎1．5g  雄黄7．5g　陈胆星7．5g  朱砂7．5g  麝香3g  冰片1．5g　牛黄1．5g,30g,化痰开窍，熄风定痫,止痉(风痫),风痰所致的痫证,上为细末，炼蜜为丸，金箔为衣。,每次1～2丸，以淡姜汤化服,,y,12.0,,,
宋,丸,内,4618.0,龙齿丸,《圣济总录》卷四十三,龙齿  远志(去心)  生地黄(焙)　白茯苓  天冬(去心，焙)  山药  防风  五味子  车前子  麦冬(去心，焙)  地骨皮  人参各等分,等分,滋阴清热，镇心安神。,止痉　安神,心神狂越，多喜善笑。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，空心用竹叶汤送服，一日二次。,,n,12.0,,,
宋,丸,内,7030.0,当归丸,《圣济总录》卷八,当归(切，焙)  杜仲(炙)  丹参  郁李仁(去皮、尖、双仁)  赤芍药  石斛22．5g  牛膝(jiu浸，切，炮)  酸枣仁  防风  槟榔(煨，锉)各30g  萆薢45g  桂(去粗皮)15g,30g,养阴濡筋，祛风通络。,中风虚,中风。腰脚不随，骨节疫疼，筋脉拘急，行履稍难。,上为末，炼蜜为丸，如梧桐子大。,每次20～30丸，空心用温酒送服。,,y,12.0,,,
宋,煮散,内,8407.0,麦门冬散,《太平圣惠方》卷三十,麦冬30g(去心)  防风22．5g  羚羊角屑22．5g  茯神30g  赤芍药22．5g  柴胡30g(去苗)  枳壳22．5g(麸炒微黄，去瓤)  白术30g　黄芪30g(锉)  川芎22．5g  甘草15g(炙微赤，锉)  酸枣仁22．5g(微炒),22.5g,养心益气，平肝舒筋。,止痉,虚劳，筋脉拘挛，四肢疼痛，心神烦热，不得睡卧。,上为散。每次12g，以水300ml，入生姜片4g，煎至180ml，去滓。,温服，不计时候。,,y,12.0,,,
宋,煮散,内,8465.0,远志散,《太平圣惠方》卷二十,远志30g(去心)  防风15g  桂心15g  茯神30g  甘草15g(炙微赤，锉)  独活30g  犀角屑30g  人参30g  石膏60g  秦艽30g  黄芩22．5g  麦冬45g(去心，焙),15g,清热熄风，化痰定志。,止痉　风热,风热发狂，发即多啼泣，或即歌笑，或自说贤智，或狂走不避水火。,上为散。每次9g，以水150ml，煎至90ml，去滓。,温服，不拘时候。,,y,12.0,,,
宋,煮散,内,9829.0,羌活汤,《圣济总录》卷六,羌活  防己  羚羊角(镑)  升麻  黄芩  蔓荆实(去皮)各45g  犀角(镑)60g  茯神(去木)  葛根(锉)  甘草(炙)各37．5g  防风22g  麻黄(去根、节，煎，掠去沫，焙干)30g,22g,凉肝熄风，清心通窍。,止痉(破伤风),破伤风。身如铁石，或如角弓反张，口噤不开。,上为粗末。每次9g，用水150ml，入地黄汁30ml，薤白6．6cm，煎至140ml，去滓。,空心、日午、临卧温服。如病急，不拘时候服。盖覆汗出即愈,,y,12.0,,,
宋,煮散,内,9831.0,羌活汤 ,《圣济总录》卷七,羌活30g  羚羊角(镑)15g  麻黄(去根、节，先煎，掠去沫，焙用)30g  防风15g  独活15g  旋覆花(炒)30g  人参  白茯苓  当归(切，焙)  麦冬(去心)  龙齿(捣)各15g  杏仁(汤浸，去皮、尖、双仁，炒)30g,15g,祛风扶正，化痰通窍。,中风(中经)虚,中风，气血两虚，风痰阻络，舌强不得语，手足举动不得。,上为粗末。每次30g，以水450m1，煎取225m1，去滓。,分三次温服，空心、日午、夜卧各一次,,y,12.0,,,
清•洪正立,汤,内,377.0,十全润？（‘病’里是“至”）汤  ,《医学入门万病衡要》卷五,人参9g  黄芪6g  当归9g  川芎1.5g  地黄9g  白芍2.4g  防风3g  羌活1.8g 荆芥2.1g  葛根3g  黄芩3g  附子1.5g  甘草1．5g,3g,补气养血，疏风清热。,止痉,气血两亏，风邪乘袭，发热口噤，手足挛缩，角弓反张。,水煎，去滓。, 温服。,,y,13.0,,方中人参、黄耆补气扶正，当归、川芎、芍药、地黄养血和血，防风、羌活、荆芥疏散风邪，葛根、黄芩解肌清热，附子引导诸药以行经络，甘草缓急以和药性。配合成方，共奏补气养血，疏风清热之功。,
清,丸,内,2136.0,天麻丸,《傅青主女科》,天麻3g  防风3g  川芎2g  羌活2g  人参  远志  柏子仁  山药  麦冬各3g  酸枣仁308  细辛3g  南星曲2．5g  石菖蒲3g,3g,祛风通络，养心安神。,产后中风　虚,产后中风，恍惚语涩，四肢不利。,上为细末，炼蜜为丸，如梧桐子大，辰砂为衣。,每次60～70丸，清汤送服。,,y,13.0,,,
宋,散,内,2142.0,天麻散 ,《太平圣惠方》卷十九,天麻15g  白附子15g(炮裂)  羌活15g  防风15g  牛膝22．5g  麻黄30g(去根、节)  川芎22．5g  萆薢22.5g(锉)  独活15g 当归15g(锉，微炒)  桂心15g  干蝎7．5g(微炒) 白僵蚕15g(微炒),15g,祛风除湿，活血通络。,止痉,风湿痹。身体顽麻，皮肤瘙痒，筋脉急，言语謇涩，手足不遂。,上为细散。,每次6g，暖竹沥酒调服，不拘时候。,,y,13.0,,,
宋,丸,内,2248.0,天麻地榆丸 ,《圣济总录》卷九,天麻  地榆  玄参  金铃子  乌头(去皮、脐，生用)  乌药(锉)  防风  乳香(研) 麝香(研)  冰片(研)  朱砂(研，水飞)  没药(研)各30g  自然铜(研一复时，极细为度)15g ,30g,祛风理气，活血通络。,止痉,风痱，身体不痛，四肢刁；收，神志不舌L。,上药除乳香等别研外，余药焙干，为细末，入前研药拌匀，炼蜜为丸，如鸡头子大。,每次3～5丸，空心、日午、临卧用茶或酒化服；爵吃亦得。,,y,13.0,,,
宋,丸,内,3193.0,仁寿丸 ,《三因极一病证方论》卷二,附子(炮熟，去皮、脐)30g  桂心 白茯苓  山茱萸  五味子  杜仲(去皮，姜制，炒断丝)  续断  枸杞子  熟地黄(洗)  巴戟(去心)  菟丝子(jiu浸湿，研)  防风各15g  牛膝(jiu浸)60g,15g,温补肝肾，散寒祛风。,止痉　虚,肝肾气虚，风冷所中，筋脉瞷动，脚膝软弱，手足拘挛。,上为末，炼蜜为丸，如梧桐子大。,每次30～50丸，空腹时用温酒或盐汤送服。,,y,13.0,,,
清,丸,内,3508.0,牛黄抱龙丸,《同寿录》卷三,冰片  麝香  真西牛黄各4．5g  雄黄  琥珀  僵蚕  羌活  白附  防风  天麻  全虫梢各27g  真天竺黄  川贝各90g,27g,清热开窍，熄风化痰。,止痉(小儿惊风),小儿急慢惊风，身热昏睡，痰涎壅盛，喘嗽气粗，抽搐上视；一切伤风发热，瘟疫蛊毒。,"上为极细末，加胆星90g，用钩藤、甘
草熬汁拌药，量加炼蜜为丸，如芡实大。",每次1丸。如感寒，以生姜紫苏汤化服；感热，以薄荷汤送服；惊搐，以灯心汤送服。,,y,13.0,,,
明,其他,内,3961.0,风药圣饼子,《医学纲目》卷十,川乌(生)  草乌  麻黄(去节)各60g  苍术  何首乌  白附子  白僵蚕  川芎各15g  防风  干姜各7.5g  雄黄13．8g  藿香荆芥各7．5g,7.5g,祛风燥湿，活血通络。,中风(中经),风湿侵入经络，半身不遂，手足顽麻，口眼喁斜，痰涎壅盛。,上为末，醋糊为丸，如梧桐子大，再捏作饼子。,嚼碎，食后用茶汤送下,,y,13.0,,,
宋,散,内,5617.0,白僵蚕散,《太平圣惠方》卷六十九,白僵蚕30g(微炒)  乌梢蛇肉15g(酒拌，炒令黄)  天麻15g  独活15g  天南星15g(炮裂)  川乌头15g(炮裂，去皮、脐)  禹白附15g(炮裂)  防风15g  犀角屑15g  蝉蜕15g(微炒)  桑螵蛸15g(微炒)  朱砂15g(细研，水飞过)  麝香7．5g(细研)    ,15g,熄风通络，化痰开窍。,止痉,妇人中风，如角弓反张，口噤不能言，皮肤顽麻，筋脉抽掣,上为细散，入研了药令匀。 ,每次3g，以温酒调服，不拘时候。,,y,13.0,,,
清,汤,内,6291.0,加味羚羊角散,《胎产秘书》卷上,羚羊角  当归  防风  独活  茯苓　枣仁  五加皮各3g  米仁1．5g  杏仁2．4g  甘草  木香各18  葱白16cm  生姜5片,3g,祛风解痉，宁心安神。,止痉(子痫),妊娠子痫，口噤项强，手足挛搐，言语謇涩，痰涎壅盛，不省人事。,上为散，水煎，去滓。,湿服,,y,13.0,,,
宋,煮散,内,7710.0,全蝎观音散,《太平惠民和剂局方》卷十续添诸局经验秘方,石莲肉(炒，去心)  白扁豆(炒)  人参各75g  神曲(炒)60g  全蝎  羌活  天麻  防风  木香(炮)  白芷  甘草(炙)  黄芪(捶扁，蜜刷炙)各30g  茯苓45g,30g,温脾养胃，熄风止痉。,止痉(小儿惊风)　虚,小儿外感风冷，内伤脾胃，呕逆吐泻，不进乳食，久则传为慢惊。,上为细末。婴儿每次0.5g，二、三岁1.5g，四、五岁3g，用水80m1或150ral，枣子半个或1个，同煎至50ral或lOOml，去滓。,温服，不拘时候。,,y,13.0,,,
宋,煮散,内,10342.0,附子汤,《圣济总录》卷五,附子(炮裂，去皮、脐)1枚  芍药  甘草(炙)  麻黄(去根、节，先煎，掠去沫，焙)  白术各30g  防风(去叉)  防己各45g  人参  黄芩(去黑心)  肉桂(去粗皮)  独活(去芦头)  川芎各30g  天雄(炮裂，去脐、皮)1枚,45g,温阳祛风，散寒通络。,中风(中经),中风欲死，身体缓急，目不得开，舌强不能语。,上锉，如绿豆大。每次3g，用水225m1，加生姜3．75g(切)，煎至180m1，去滓。,温服，空心、日午、夜卧各一次。如人行1小时，以热生姜粥投之，微汗出，慎外风,去叉,y,13.0,,,
宋,煮散,内,2779.0,五加皮散,《大平圣惠方》卷二十三,五加皮30g  桂心 30g  川芎45g　羌活30g  秦艽45g(去苗)  防风45g(去芦头)　杏仁30g(汤浸，去皮、尖、双仁，麸炒微黄)  萆薢30g(锉)  枳壳30g(麸炒微黄，去瓤)  当归45g(锉，微炒)  附子30g(炮裂，去皮、脐)  牛膝30g(去苗)  薏苡仁30g  丹参30g,45g,祛风除湿，活血通络。,中风(中经),中风手足不遂，肌肉顽痹，骨节疼痛。,上药研为粗末。每次15g，以水350m1，加生姜3．75g，煎至175m1，去滓。,空心温服，良久再服。衣覆得微汗佳。,去芦头,y,14.0,,,
明,丸　,内,2941.0,太乙金丹,《奇效良方》卷六十四,全蝎49个  防风  禹白附(炮)　僵蚕(炒)  天麻  朱砂  牛胆南星  天竺黄各30g  蝉蜕15个  麝香6g  牛黄4．5g  天浆子(炒)21个  干蟾1枚(去足)  赤脚蜈蚣l条(当脊开一路，入麝香于内令满，用纸裹，阴干用),30g,熄风定惊，清热化痰。,止痉(小儿惊风),小儿急慢惊风，胎惊，天吊。,上为细末，炼蜜为丸，如芡实大，用金箔为衣。,每次半丸，用金银薄荷煎汤化服，不拘时候。,,y,14.0,,,
宋,丸,内,3801.0,乌蛇丸,《大平圣惠方》卷八十三又名乌梢丹(《普济方》卷三六七,"乌梢蛇30g(jiu浸，去皮、骨，炙令微黄)  天浆子20枚(去壳)  天麻15g  天南星15g(炮裂)  干蝎7．5g(微炒)  禹白附15g(炮裂) 附子30g(炮裂，去皮、脐)  防风15g(去芦头) 半夏15g(汤洗七遍去滑。以上九味，都以jiu浸七日
后，取出焙干，捣罗为末)  牛黄  冰片  麝香 朱砂  雄黄各7．5g(以上五味，同研如粉)",15g, 豁痰宣窍，熄风解痉。,止痉(小儿惊风),小儿中风痉挛，及天吊惊痫。,上为末，用糯米饭为丸，如黍米大。,每次3丸，用薄荷汤送服，不拘时候。,去芦头,y,14.0,,,
宋,丸,内,5023.0,生犀丸,《圣济总录》卷十二,犀角(屑)  川芎  羌活各30g  白僵蚕(炒)  防风  荆芥穗各15g  干蝎(炒)  白芷 藁本  冰片(研)  麝香(研)  牛黄(研)各22．5g 鸡苏叶60g  天麻60g(jiu浸一宿，切，焙，别捣为细末),15g,祛风清热。,止痉,风热内盛，肌肉66动，头目昏眩，四肢拘急，或时麻痹，旋晕多痰，牙关紧痛，欠伸倦怠。,上药除天麻别捣外，先以十味捣罗为细末，再入三味研者药，炼蜜250g，入天麻末，加入河水及真酥少许，置于重汤内，煎炼成膏，候冷和搜成剂，入臼内，杵数百下，为丸如芡实大。,每次1丸，细嚼，腊茶清送服，不拘时候。,,y,14.0,,,
宋,散,内,8466.0,远志散 ,《圣济总录》卷十四,远志(去心)  人参   赤小豆(炒熟)附子(炮裂，去皮、脐)  细辛  桂  干姜(炮)  防风 龙齿(研)  熟地黄(切，焙)  菖蒲(九节者，去须、节，米泔浸，切，焙干)各60g  黄芪(锉)  白茯苓  白术各240g,60g,补气温阳，祛风镇惊,止痉,心气不足，风寒外侵，致患惊恐，悲思恍惚，心常惕惕，梦寐不定。,上为细末，拌匀。,每次9g，空心、晚食前以温酒调服。,,y,14.0,,,
宋,煮散,内,10367.0,附子散,《太平圣惠方》卷二十三,附子30g(炮裂，去皮、脐)  防风30g  五加皮30g  萆薢30g  薏苡仁30g  桂心30g　牛膝30g  独活30g  当归30g  杜仲30g(炙微黄，锉)  海桐皮30g  木香30g  淫羊藿30g  枳壳30g(麸炒微黄，去瓤),30g,温阳散寒，祛风通络,中风,中风，半身不遂，肢节无力疼痛。,上为散。每次9g，以水250ml，加生姜3．75g，煎至150ml，去滓。,温服，不拘时候。,,y,14.0,,,
宋,丸,内,2123.0,天麻丸,《太平圣惠方》卷七十八,天麻  禹白附(炮裂，锉)  天南星(炮裂)  羌活  白僵蚕(微炒)  赤茯苓  防风　桂心  朱砂(细研，水飞过)  干蝎(微炒)  蝉蜕(微炒)  羚羊角屑各30g  铅霜15g(细研)  麝香7.5g(细研)  乌梢蛇30g(jiu浸，去皮、骨，炙令黄),30g,祛风化痰，开窍镇痉。,止痉(产后中风),产后中风，身体角弓反张，言语謇涩。,上为细末，煮槐胶为丸，如梧桐子大。,每次10丸，以温酒送服，不拘时候。,,y,15.0,,,
现代,丸,内,7299.0,回春丹,《谢利恒家用良方》)  又名万病回春丹(《全国中药成药处方集》福州方)  小儿回春丹(《上海中药成药制剂规范》,川贝母30g  制白附子10g  雄黄10g  天竺黄30g  防风10g  羌活10g  天麻10g  陈胆星6g  制僵蚕10g  全蝎10g(酒洗)  蛇含石24g(煅)  朱砂10g  冰片  麝香各4．5g  西牛黄3g    ,10g,祛风化痰，开窍定惊。,止痉,小儿急慢惊风，发搐？疭，内外天钓，伤寒邪热，斑疹烦躁，痰喘气急，五痫痰厥，大便不通，小便溺血，及一切昏闷之症。,上为细末，以甘草30g、钩藤60g煎浓汤，炼蜜为丸，如花椒大，外用蜡壳封固，每匣5粒。,小儿每岁1粒，打碎，钩藤、麦芽汤或乳汁及开水化服；或研碎搽乳头令儿吮之，腹痛者，打碎1粒，贴脐中。,,y,15.0,,,
