朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
唐,汤,内,5800.0,玄参汤,《外台秘要》卷十七引《古今录验》,玄参9g  人参9g  杜仲12g  芍药12g  桂心 3g  生姜6g  生地黄9g  白术9g  通草9g  当归9g  桑寄生12g  川芎12g  防风6g  丹皮6g  独活6g,6g,补肝肾，祛风湿，通经络。,胜湿止痛,肝肾不足，风湿外侵，致患腰痛。,上哎咀。以水1．2L，煮取400m1，去滓。,分四次温服，日三次，夜一次。,,y,15.0,,,
宋,丸,内,8067.0,防风丸,《太平圣惠方》卷四十五,防风30g  秦艽22．5g(去苗)  石斛60g(去根，锉)  薏苡仁30g  白术30g  川芎30g  杜仲30g(削去皱皮，微炙，锉)  附子30g(炮裂，去皮、脐)  大麻仁30g  萆薢30g(锉)  丹参30g  桂心30g  牛膝30g  独活30g  槟榔30g,30g,祛寒化湿，活血止痛。,胜湿止痛,脚气。疼痛不仁，脚膝无力。,上为细末，炼蜜为丸，如梧桐子大,每次30丸，食前以温酒送服。,,y,15.0,,,
宋,煮散,内,8086.0,防风散,《太平圣惠方》卷十九,防风30g  白术30g  川芎30g  细辛30g  羌活30g  茵芋30g  牛膝30g(去苗)  狗脊30g  萆薢30g  薏似仁60g  麻黄120g(去根、节)  附子30g(炮裂，去皮、脐)  杏仁30g(汤浸，去皮、尖、双仁，麸炒微黄)  赤箭30g　桂心30g,30g,祛风除湿，温经通络。,胜湿止痛,风湿痹，及偏风，身体手足不遂，筋脉挛急。,上为粗散。每次12g，以水300ml，加生姜3．5g，煎至180m1，去滓。,温服，一日二次。,,y,15.0,,,
宋,煮散,内,8134.0,防风麻黄汤,《圣济总录》卷八十一又名防风汤(原书卷八十三,防风  麻黄(去根、节，汤煮，掠去沫)  独活  秦艽各90g  当归(切，焙)  防己  甘草(炙，锉)  人参  黄芩(去黑心)  升麻  芍药各60g  远志(去心)  石膏(碎)各30g  麝香(研)15g 半夏(汤洗去滑，生jiang汁制)60g   ,60g,祛风胜湿，清热扶正。,胜湿止痛,脚气痹弱，或风毒脚气，身体发热，肢节不遂，精神不振，语言謇涩。,上为粗末。每次15g，用水225ml，加生姜3片，煎至180ml，去滓。,温服，一日三次。衣覆取微汗。,,y,15.0,,,
宋,丸,内,8139.0,防风雄黄丸,《杨氏家藏方》卷一,赤芍药240g  防风  香白芷  川乌头(炮，去皮、脐、尖)  麻黄(去根、节)  白蒺藜(炒)各120g  雄黄(水飞)  白僵蚕(炒，去丝、嘴)  细辛(去叶、土)  天麻(去苗)  川芎各60g  甘草(炙)  干姜(炮)  藿香叶(去土)  甘松(去土，焙)各30g,120g,祛风散寒，活血通络。,胜湿止痛,左瘫右痪，手足麻痹，腰膝疼痛；或风气面浮，口苦舌干，头昏目运，并睛风、夹脑风、偏正头痛；兼治妇人血虚感风，遍身疼痛，及洗头风、破伤风。,上为细末，炼蜜为丸，每30g作15丸。,每次1丸，细嚼，茶或酒送服，不拘时候。,,y,15.0,,,
宋,丸,内,10317.0,附子丸,《太平圣惠方》卷十九又名白花蛇丸(《圣济总录》卷二十,附子30g(炮裂，去皮、脐)  莽草15g(微炒)  白花蛇60g(jiu浸，炙令黄，去皮、骨)  天南星22．5g(炮裂)  川乌头15g(炮裂，去皮、脐)　天麻22．5g  干蝎15g(微炒)  桂心22．5g  防风15g  薏苡仁30g  枫香30g  川芎22．5g  萆薢30g  羌活22．5g  淫羊藿30g,15g,散寒祛风，胜湿通痹。,胜湿止痛,风寒湿痹，精神昏沉，四肢缓弱，皮肤不仁。,上为末，以糯米为丸，如绿豆大。,每次20丸，以荆芥汤或暖酒送服，不拘时候。,,y,15.0,,,
宋,煮散,内,1116.0,三痹汤,《妇人大全良方》卷三,川续断  杜仲(去皮，切，jiang汁炒)  防风  桂心  细辛  人参  白茯苓  当归  白芍药　甘草各30g  秦艽  生地黄  川芎  川独活各15g　黄芪  川牛膝各30g,30g,益肝肾，补气血，祛风湿。,胜湿止痛,肝肾气血不足，风寒湿邪外袭，致患手足拘挛，伴冷重感，或足胫微肿。,上为末。每次15g，用水300m1，加生姜3片，大枣1枚，煎至150m1，去滓。,空腹时热服，不拘时候。,,y,16.0,,,
清,其它,外,2944.0,太乙神针,《本草纲目拾遗》卷九,人参120g  三七240g  山羊血60g  千年健500g  钻地风500g  肉桂50g  真花椒500g  乳香500g  没药5008  穿山甲250g  小茴香500g  苍术500g  真蕲艾2kg  甘草1kg　麝香120g  防风2kg,2kg,祛风胜湿，散寒止痛。,胜湿止痛,寒湿筋骨疼痛,共为细末。用绵纸一层，高方纸三层，纸宽裁作7cm，长38cm，将药末21—24g，薄薄匀铺在纸上，紧卷如花炮式，务要紧实，两头用纸封固。,先在穴位或痛处衬以新红布数层，以火将针焯着，将针按上，火旺布薄觉痛，多垫布数层，一针已冷，再换一针，连进七针。,,y,16.0,,,
宋,酒,内,11809.0,经验祛湿煮酒,《仁斋直指附遗》卷三,川芎  威灵仙  荆芥  麻黄  防风　天麻  青木香  金毛狗脊  羌活  独活  枳壳各15g  川乌  草乌各12g  苍术  陈皮  川当归各15g,15g,祛风除湿，温经通络。,胜湿止痛,风湿相搏，遍身手足疼痛。,上畋咀，用好头酒2.5kg，将药用绢袋悬于坛口，再用重纸裹坛口，面糊密封，勿令泄气，用文武火煮熟。    ,每次服适量,,y,16.0,,,
宋,酒,内,2834.0,五加皮浸酒,《太平圣惠方》卷四十四,"五加皮75g  枳壳75g(麸炒微黄，去瓤)  独活45g  乌喙45g(炮裂，去皮、脐)  干姜45g(炮裂)  石南30g  丹参60g  防风60g(去芦头)  白术60g  地骨皮60g  川芎60g  猪椒根60g  熟地黄90g  牛膝90g  虎胫骨150g
(涂酥，炙令微黄)  枸杞子60g  秦艽60g",60g,补肝益肾，祛风除湿。,胜湿止痛,肝肾不足，风湿外侵，腰痛连胫中，及骨髓疼痛。,"上锉细，用生绢袋盛，以清酒12L浸
之，密封七日开取。",每次20～30ml，食前暖服。,去芦头,y,17.0,,,
唐,汤,内,3946.0,风引汤,《备急千金要方》卷七,麻黄  石膏  独活  茯苓各6g  吴茱萸  秦艽  细辛  桂心  人参  防风  川芎　防己  甘草各3g  干姜4．5g  白术9g  杏仁6枚  附子3g,3g,祛风散寒，清热除湿。,胜湿止痛,风寒湿邪痹阻经脉，内有郁热，两脚疼痹，肿或不仁，拘急，屈不得行。,上哎咀。以水1．6L，煮取300m1，去滓。,分三次温服。取汗佳。,,y,17.0,,,
现代,丸,内,7756.0,产灵丹,《北京市中药成方选集》,当归15g  首乌(炙)15g  竹节香附15g  白术(炒)15g  木香15g  细辛15g  川乌(炙)90g  草乌(炙)90g  大茴香90g  川芎90g　防风90g  白芷90g  芥穗908  桔梗90g  麻黄90g  苍术(炒)250g  甘草(炙)60g,90g,化瘀生新，散寒止痛。,胜湿止痛,妇人产后恶露不下，胸腹胀满，两胁刺痛。,上为细末，过罗，每1．2k8细粉兑血竭粉15g、人参粉90g，混合均匀，炼蜜为丸，重6g，朱砂为衣，蜡皮封固,每次1丸，用温黄酒或白开水送服，一日二次。,,y,17.0,,,
唐,汤,内,7978.0,羊肉当归汤,《备急千金要方》卷十三,当归30g  干姜  陈皮  黄芪  芍药  川芎  桂心  独活  防风  人参  吴茱萸  甘草 生地黄  茯苓各7．5g  生姜4．5g  大枣3枚　羊肉100g,7.5g,温中补虚，缓急止痛。,胜湿止痛,腹冷绞痛,上叹咀。以水3L煮肉，取汁2．4L，出肉纳诸药，煮取600m1,一日分三次服。服后覆取温暖。,,y,17.0,,,
宋,丸,内,10319.0,附子丸,《太平圣惠方》卷三十,附子30g(炮裂，去皮、脐)  肉苁蓉30g(jiu浸一宿，锉，去皱皮，炙干)  巴戟30g  防风22．5g  当归30g  羌活22．5g  桂心 22．5g  萆薢22．5g(锉)  酸枣仁22．5g(微炒)  牛膝30g  木香22．5g  白蒺藜22．5g(微炒，去刺)  补骨脂30g(微炒)  鹿茸60g(去毛，涂酥炙令黄)  石斛30g  桃仁30g(汤浸，去皮、尖、双仁，麸炒微黄) 白茯苓30g,22.5g,补肾气，祛风湿，强腰膝。,胜湿止痛,肾气不足，风湿外侵，腰脚疼痛。,上为末，炼蜜为丸，如梧桐子大。,每次30丸，空心及晚食前以温酒送服。,,y,17.0,,,
宋,丸,内,11094.0,乳香丸,《圣济总录》卷八,乳香(细研)30g  乌头(炮裂，去皮、脐)15g  羌活30g  雄黄(细研，水飞过)15g  白附子(炮)  羚羊角屑各30g  附子(炮裂，去皮、脐)15g  原蚕蛾(微炒)  防风(去叉)  乌梢蛇(jiu浸，去皮、骨，炙)  白僵蚕(炒)  虎胫骨(酥炙)各30g　轻粉  麝香(细研)各7．5g  赤箭  牛膝(jiu浸，切，焙)  没药(研)各15g,30g,祛风散寒，活血通络。,胜湿止痛,中风四肢拘挛，筋骨疼痛。,上未研者为末，再同和匀，炼蜜和丸，如梧桐子大。,每次10丸，用豆淋热酒下，一日三次。,去叉,y,17.0,,,
明,散,内,1524.0,大八风乌蛇散,《普济方》卷九十五,乌梢蛇(jiu浸，去皮、骨，炙)  青葙子　防风(去叉)  独活(去芦)  麻黄(去根、节，先煎，去沫，焙)  桔梗(炒)  秦艽(去土)各37．5g  羌活(去芦头)30g  当归(切，焙)  细辛(去苗、叶)  桂(去粗皮)各90g  川芎  白芷(微炒)各75g  白芍药  蒺藜子(炒去角)  人参  天麻各60g  附子(炮裂，去皮、脐)75g,37．5g,祛风除湿，活血通络。,胜湿止痛,风痹不仁，皮肤痛麻，手足挛急。,上为极细末,每次3g，空心用温酒调服，一日三次。微汗为度。,去叉,y,18.0,,,
现代,丸,内,1657.0,山药丸,《北京市中药成方选集》,"杜仲(炭)210g  牛膝300g  马钱子(炙去毛)1．24kg  甘草1．1kg  山药450g  木香90g  乳香120g  没药120g  自然铜(煅)300g  千年健90g  羌活90g  地风90g  红花90g  防风90g  续断210g  柴胡120g  狗脊(去毛)300g  麻
黄600g",90g,祛风散寒，活血通络,胜湿止痛,腰疼腿寒，手足麻木，四肢作痛，筋络不舒。,上为细末，炼蜜为丸，每丸重1．8g。,每次1～2丸，温开水送服。,,y,18.0,,,
宋,丸,内,8514.0,杜仲丸,《太平圣惠方》卷四十四,杜仲30g(炙微黄，锉)  干姜15g(炮裂，锉)  萆薢30g(锉)  羌活22．5g  天雄22．5g(炮裂，去皮、脐)  花椒22．5g(去目及闭口者，微炒去汗)  桂心22．5g  川芎15g  防风15g(去芦头)  秦艽15g  川乌头22．5g(炮裂，去皮、脐)  细辛22．5g  五加皮22．5g  石斛22．5g  续断60g  当归22．5g(锉，微炒)  五味子22．5  槟榔22．5g,15g,温肾散寒，强筋壮骨，祛风止痛。,胜湿止痛,肾经虚损，风冷乘之，五种腰痛。,上为末，炼蜜为丸，如梧桐子大。,每次30丸，空心以温酒送服，晚食前再服。,,y,18.0,,,
宋,丸,内,8937.0,赤箭丸,《太平圣惠方》卷二十三,"赤箭30g  茯神30g  五加皮30g　鹿茸60g(去毛，涂酥，炙令黄)  防风30g  牛膝45g  桂心30g  独活30g  蛇床子30g  菟丝子90g(jiu浸三日，晒干，别捣为末)  酸枣仁30g(微炒)  山茱萸30g  巴戟30g  附子60g(炮裂，去皮
脐)  淫羊藿30g  萆薢30g(锉)  石斛60g(去根)  熟地黄30g",30g,补肝肾，祛风湿,胜湿止痛,肝肾久虚，外中风湿，半身不遂，肢节挛急，腰间疫痛，日渐羸瘦。,上为末，炼蜜为丸，如梧桐子大。,每次30丸，食前以温酒送服。,,y,18.0,,,
宋,煮散,内,9832.0,羌活汤,《圣济总录》卷七,"羌活  麻黄(去根、节，汤煮，掠去沫，焙)各30g  防风22．5g  木香  槟榔(锉)  附子
(炮裂，去皮、脐)  白术  乌头(炮裂，去皮、脐)  草豆蔻(和皮)  陈皮(汤浸，去白，焙)  牛膝(jiu浸一宿，切，焙)  当归(jiu浸一宿，切，焙)  杏仁(去皮、尖、双仁，生用)  人参  白茯苓  甘草  川芎　肉桂各15g",22.5g,助阳益气，祛风除湿，活血通络。,胜湿止痛,阳气虚弱，风寒湿邪侵入经络，致患偏风瘫痪，脚气。,上锉。每次30g，用水450m1，加生姜7片，煎至150m1，去滓,温服。服讫衣覆取汗。,,y,18.0,,,
金,煮散,内,10355.0,附子汤,《宣明论方》卷一,附子(炮)  独活  防风  川芎  丹参  萆薢  菖蒲  天麻  官桂  当归各30g  黄芪　细辛  山茱萸  白术  甘菊花  牛膝(jiu浸)  甘草(炙)  枳壳(麸炒，去瓤)各15g,30g,温经通络，祛风胜湿。,胜湿止痛,肾阳不足，风寒湿邪外侵，致患痹证，腰脊疼痛，不得俯仰，两脚冷，受热不遂，头昏耳聋。,上为末。每次15g，用水300ml，加生姜5片，煎至210ml，去滓。,温服，一日三次，不拘时候。,,y,18.0,,,
明,散,内,11563.0,定痛散,《医学入门》卷七,苍耳子  骨碎补  自然铜  血竭  白附子  赤芍  当归  肉桂  白芷  没药  防风  牛膝各90g  五加皮  天麻  槟榔  羌活各30g  虎胫骨  龟版各60g,90g,祛风活血，壮筋止痛。,胜湿止痛,风毒邪气，乘虚攻注皮肤骨髓之间，与血气相搏，痛无常处，游走不定，昼静夜甚，不得睡卧，筋脉拘急，不得屈伸。,上为末,每次3g，温酒调服,,y,18.0,,,
唐,散,内,1867.0,小八风散,《备急千金要方》卷八,天雄  当归  人参各1．5g  附子　防风  天冬  花椒  独活各1．2g  乌头  秦艽 细辛  白术  干姜各0.9g  麻黄  山茱萸  五味子  桔梗  白芷  柴胡  莽草各0.6g,1.2g,祛风散寒，益气养血。,胜湿止痛,迷惑如醉，狂言忘语，惊悸恐怖，恍惚见鬼，喜怒悲忧，烦满颠倒，或心痛彻背，不嗜饮食，恶风时复疼热，恶闻人声，不知痛痒，身悉振摇，汗出猥退，头重浮肿，搔之不知痛，颈项强直，口面喁斜，四肢不随，不仁偏枯，挛掣不得屈伸。,上为细末,每次3g，渐增至6g，酒送服，一日三次。,,y,20.0,,,
明,汤,内,8114.0,防风至宝汤,《古今医鉴》卷二,当归  川芎  白芍药  防风  羌活 天麻  僵蚕(炒)  白芷  青皮  陈皮  乌药  牛膝(酒洗)  南星(制)  半夏(制)  黄连(jiang汁炒)  黄芩(jiu炒)  山栀仁(炒黑)  连翘  麻黄  甘草各2.4g,2.4g,祛风清热，理气活血。,胜湿止痛,诸风瘫痪，痿痹。,上畋咀。加生姜3片，水煎，去滓。,温服。,,y,20.0,,,
宋,酒,内,8529.0,杜仲酒,《圣济总录》卷五十一,杜仲(炙)  干姜(炮)  熟地黄(焙) 萆薢  羌活  天雄(炮裂，去皮、脐)  花椒(去目并闭口者，炒出汗)  桂  川芎  秦艽  乌头(炮裂，去皮、脐)  细辛各90g  五加皮  石斛各150g  续断  天花粉  地骨皮  桔梗(炒)  甘草(炙)  防风各30g,30g,温肾强腰，散寒逐湿。,胜湿止痛, 肾着，腰中疼痹，沉重；兼治五种腰痛。,上哎咀。用酒1OL，浸四宿。,每次50ml，不拘时饮，常令酒力相继为效。,,y,20.0,,,
宋,散,内,8723.0,苁蓉独活散,《圣济总录》卷五十一,肉苁蓉(jiu浸，去皴皮，切，焙)60g  独活  附子(炮裂，去皮、脐)  花椒(去目并闭口者，炒出汗)各45g  泽泻  黄芪(细锉)各60g  五味子 蒺藜(炒去角)  防风  杏仁(汤浸，去皮、尖、双仁，炒黄)  木香  干姜(炮)  牡蛎(熬)  赤石脂  黄芩  甘草(炙，锉)  肉桂  桃仁(汤浸，去皮、尖、双仁，炒黄)  细辛  续断各30g,30g,补肾温阳，祛风散寒。,胜湿止痛,肾脏虚冷，腰胯膀胱间忽冷如风吹，手足膝盖冷如水，或茎中痛，小便无节。,上为细散。, 每次9g，空腹用酒调服，一日二次。,,y,20.0,,,
宋,丸,内,9963.0,补肾丸,《太平圣惠方》卷三十,熟地黄30g  巴戟22．5g  黄芪22．5g(锉)  石斛30g  人参22．5g  白茯苓22．5g  桂心 22．5g  牛膝30g  山茱萸22．5g  防风22．5g  菟丝子30g(jiu浸三日，晒干，别捣为末)　羌活22．5g  肉苁蓉30g(jiu浸一宿，刮去皱皮，炙干)  附子30g(炮裂，去皮脐)  磁石60g(烧醋淬七遍，捣碎细研，水飞过)  丹参22．5g  五味子22．5g  麦冬30g(去心，焙)  甘草15g(炙微赤，锉)　远志15g(去心)  柏子仁30g,22.5g,补肝肾，益气血，祛风湿。,胜湿止痛,虚劳，肝肾不足，气血两虚，风湿外侵，致患痿痹，百节沉重，四肢不举，饮食渐少，羸瘦乏力。,上为末，炼蜜和捣为丸，如梧桐子大。,每次30丸，以温酒送服。,,y,21.0,,,
宋,煮散,内,9640.0,龟甲汤,《圣济总录》卷五,龟甲(醋炙)  虎骨(酥炙)各180g　海桐皮  羌活  丹参  独活  牛膝(jiu浸，切，焙)　萆薢  五加皮  酸枣仁(炒)各90g  附子(炮裂，去皮、脐)  天雄(炮裂，去皮、脐)  天麻(去蒂)  防风(去叉)  威灵仙  川芎各75g  当归(切、焙)  肉桂  紫参各90g  薄荷(焙干)180g  槟榔(煨)180g 菖蒲(九节者，去须，米泔浸后切，焙)45g,75g,祛风湿，通经络，壮筋骨。,胜湿止痛,中风，手足不随，遍体疼痛，或筋脉挛急。,上锉，如麻豆大。每次24g，用水150ml，酒150ml，加生姜10片同煎，取200ml，去滓。,分二次温服，空心、日午，夜卧各一次；要出汗则连续二服，时间相隔半小时，服药后吃热生姜稀粥，厚衣覆，汗出为效。,去叉,y,22.0,,,
宋,丸,内,4905.0,仙灵脾丸,《太平圣惠方》卷十九,淫羊藿22．5g  防风15g  羌活22．5g  禹白附22．5g(炮裂)  天麻30g  天南星15g(炮裂)  犀角屑22．59  木香15g  槟榔15g 羚羊角屑22．5g  乳香22．5g(细研)  虎胫骨22．5g(涂酥，炙令黄)  桂心15g  附子22．5g(炮裂，去皮、脐)  当归22．5g(锉，微炒)  牛膝22．58  白僵蚕15g(微炒)  鹿茸22．5g(涂酥，炙令黄，去毛)  石斛22．5g  麝香7．5g(细研)  海桐皮22．5g(锉)  干蝎15g(微炒)  乌梢蛇90g(jiu浸，炙令黄，去皮、骨),15g,搜风胜湿，通络止痛。,胜湿止痛,风湿痹，肢节疼痛，身体手足不遂。,上为末，入研了药令匀，炼蜜为丸，如梧桐子大。,每次20丸，食前以温酒送服。,,y,23.0,,,
明,汤,内,328.0,二十四味飞步散,《万病回春》卷五,当归  白芷  赤芍药  牛膝(酒洗)　杜仲(jiang汁炒)  木瓜  茯苓(去皮)  骨碎补  乌梅  何首乌  川续断  补骨脂  小茴香(盐水炒)  独活  桑寄生  五加皮  苍术(米泔浸)  陈皮  防风(去芦)  天麻各30g  川芎  槟榔  半夏(jiang汁炒)各15g  甘草9g,15g,补肾养肝，祛风除湿，活血行瘀。,胜湿止痛,肝肾不足，风湿外侵，脚膝酸软疼痛；寒湿风气，麻木不仁；打伤跌损，行步艰辛。,上药锉。加生姜3片，水煎，去滓，入酒一半。,空心热服,去芦,y,24.0,,,
清,丸,内,1451.0,大菟丝丸,《饲鹤亭集方》,鹿茸  熟地  苁蓉  巴戟肉  茯苓　石斛  牛膝  防风  泽泻  川断  杜仲  小茴香　补骨脂  沉香  荜茇  桑螵蛸各90g  山萸肉60g  龙骨  菟丝子  附子  肉桂各30g  川芎  五味子　覆盆子各15g,90g,补肾滋阴，壮阳固精。,胜湿止痛,虚劳，肾气虚损，脚膝疫痛，目眩耳鸣，心悸气短，阳痿精泄。,上为末，米糊为丸。,每次9g，淡盐汤送服。,,y,24.0,,,
宋,丸,内,11789.0,经进地仙丸,《易简方》引陶隐居方，见《永乐大典》卷一一六二O)  又名经进地仙丹(《太平惠民和剂局方》卷一续添诸局经验秘方)  地仙丹(《世医得效方》卷八),川牛膝(jiu浸一宿，切，焙)  肉苁蓉(jiu浸一宿，切，焙)  花椒(去目)  附子(炮)各120g  马钱子(去壳)  地龙各90g  覆盆子  禹白附  菟丝子(jiu浸，研)  赤小豆  天南星  防风　骨碎补(去毛)  何首乌  萆薢  川羌活  金毛狗脊(去毛)  乌药各60g  绵黄芪  人参各30g  川乌(炮)  白茯苓  白术  甘草各30g,60g,补阳气，强筋骨，祛风湿，通经络。,胜湿止痛,五劳七伤，肾气衰败，精神耗散，行步艰辛，饮食无味，耳焦眼昏，皮肤枯燥；肾脏虚惫，风湿流注，脚膝疫疼，行步无力；妇人脏冷无子，白带淋沥。,上为细末，酒煮面糊为丸，如梧桐子大。,每次30～40丸，空心用温酒送服。,,y,24.0,,,
现代,膏,外,1604.0,万应宝珍膏,《全国中药成药处方集》杭州方)  又名万应灵膏(原书),淡附子  鲜红花  血余  莪术  桂枝  羌活  独活  白僵蚕  秦艽  麻黄  当归  制川乌  防风  威灵仙  制草乌  生大黄  赤芍  生山栀  桃仁  三棱  白芷  淡全虫  五加皮  良姜各60g  生地  香附  乌药各120g,60g,温阳行气，通经活络，化瘀止痛。,胜湿止痛,跌打损伤，负重闪腰，筋骨疼痛，腿膝痠软，风痹瘫痪，手足麻木，以及痈疽发背，痰核流注，肝胃气痛，腹胀寒痛。,用麻油7．5kg，入药熬枯去滓，再熬至滴水成珠，加章丹1．86kg收膏，临摊时每500g药油再加香料60g，肉桂粉15g，苏合香油15g，同药油搅匀，摊红布上。,烘热，贴患处。,,y,27.0,,,
宋,散,内,8468.0,远志散,《圣济总录》卷二十,远志(去心)  黄芪(炙，锉)各15g　芍药30g  五味子  黄芩(去黑心)各7．5g  赤茯苓  牡荆实(轻炒)各22．5g  秦艽30g  乌头(炮裂，去皮、脐)  天雄(炮裂，去皮、脐)  细辛(微炒)  山茱萸  菊花(未开者，炒)各15g  防风22．5g  狗脊(去毛)  桂  川芎  芜荑(微炒)各15g  菖蒲(用米泔浸，去节、皮，焙)  萎蕤各22．5g  白蔹(生用)  山药  附子(炮裂，去皮、脐)  龙胆(去苗、土)　厚朴(去粗皮，生jiang汁炙，锉)各15g  花椒(去目并闭口者，炒出汗)  巴戟天(去心)各7．5g,22.5g,祛风蠲痹，散寒通脉。,胜湿止痛,周痹不仁,上为散,每次3g，渐加至6g，日二次，夜一次。空心用温酒调服。,,y,27.0,,,
清,膏,外,1591.0,万应灵膏,《饲鹤亭集方》,生地  川附  香附  乌药各60g  五加皮  桂枝  当归  防风  羌活  独活  秦艽  天虫  全蝎  灵仙  川乌  草乌  白芷  良姜  大黄  麻黄  赤芍  莪术  三棱  桃仁  红花  六轴子 头发各30g  麻油4kg,30g,行气活血，舒筋止痛。,胜湿止痛,跌打损伤，筋骨疼痛，疟疾痞块。,上药水浸数日，煎炼成膏，再加官桂、丁香、木香、甘松、山奈、排草、辛夷、檀香、乳香、没药、白胡椒、苏合油各等分，官桂加重，胡椒减半，生晒为末，搅匀，摊布或纸上。,贴患处,,y,28.0,,,
现代,膏,外,9517.0,伸筋膏,《中医伤科学讲义》,马钱子  透骨草  生山甲  汉防己　乳香  没药  生姜  王不留行  细辛  五加皮  豨莶草  独活  生草乌  五倍子  肉桂  枳壳  牛蒡子  血余各9g  地龙  红娘  全蝎  灵仙  生大黄  泽兰叶  丝瓜络  麻黄  土鳖虫  防风各12g　归尾15g  功劳叶30g  蜈蚣4条,12g,舒筋活血，散瘀止痛，祛瘀生新。,胜湿止痛,一切软组织损伤,上药用香油2kg炸枯，去滓，炼油至滴水成珠，下章丹1kg即成，摊成膏。,敷贴患处,,y,31.0,,,
现代,膏,外,11517.0,宝珍膏,《北京市中药成方选集》,生地9g  苍术9g  枳壳9g  五加皮9g  莪术9g  桃仁9g  山柰9g  当归9g  川乌(生)9g  陈皮9g  乌药9g  三棱9g  大黄9g  首乌9g  草乌(生)9g  柴胡9g  防风9g  刘寄奴9g  猪牙皂9g  川芎9g  官桂9g  羌活9g  威灵仙9g  赤药9g  南星(生)9g  香附(生)9g  荆芥9g 白芷9g  海风藤9g  藁本9g  续断9g  良姜9g  独活9g  麻黄9s  甘松9g  连翘9g,9g,追风散寒，舒筋活血。,胜湿止痛,风寒麻木，筋骨疼痛，腰疫腿软，跌打损伤。,上药酌予碎断，用麻油2kg炸枯，去滓过滤，炼至滴水成珠，加入黄丹900g，搅匀成膏，取出，浸入冷水中，去火毒后，加热熔化。另兑以下细料：肉桂38，麝香3g，附子6g，木香6g，冰片9g，茴香9g，乳香9g，没药9g，细辛9g。共研为细粉，过罗，搅匀摊膏，大张光重36g，中张重30g，小张18g。,微火化开，贴患处。,,y,36.0,,,
明,膏,外,2032.0,比天膏 ,《摄生众妙方》卷一,片脑  牛黄  乳香  没药  龙骨　血竭  赤石脂  麝香  轻粉  麻黄  川芎  白芷  薄荷  草乌  全蝎各30g  连翘  防风  黄芩  黄连  大黄  知母  贝母  当归  苍术  羌活  栀子仁  桔梗  柴胡  荆芥  五倍子  海螵蛸  白及  穿山甲  马钱子  大枫子  椿皮  桑枝  槐枝  乱发各90g  蛇蜕3条  柳枝(长33cm)7条,90g,祛风通络，行气活血。,胜湿止痛,半身不遂，风湿痹，噎膈，气蛊。,上片脑、麝香、牛黄、乳香、没药、龙骨、血竭、赤石脂、轻粉另研细末，其余诸药俱切碎，用油浸一宿，外用密陀僧lkg研细，每药一料，用麻油1．5kg，以浸过为度，文武火煎药枯发焦，退火待冷，去滓，复入火，以密陀僧12～15g，时时入内，用柳枝不住手搅，令滴药入水成珠不散，方下乳香等五味搅匀，退火待温，再下片脑、麝香、牛黄三味搅匀，入瓷罐内收，过七日方可用。,如贴身疼痛及半身不遂，风湿等疾，取生姜捣汁炒热，擦患处20～30遍，火烘膏药贴上，如觉痒，则揭起，少顷再烘贴上此药。如贴噎膈、气蛊，加狗肾9g。若无牛黄、狗肾，加天鹅油9g代之。,,y,41.0,,,
明,丸,内,1529.0,大神效活络丹,《奇效良方》卷二又名活络丹(《北京市中药成方选集》)大活络丹(《中药制剂手册》,白花蛇60g(jiu浸，焙干)  乌梢蛇15g(jiu浸，焙干)  麻黄60g(去节)  细辛30g(去土)　全蝎45g(去毒，炒)  两头尖60g(jiu浸)  赤芍药30g  川芎60g  防风75g  葛根45g  没药30g(另研)  血竭22．5g(另研)  朱砂30g(另研)  乌犀屑15g  地龙15g(去土)  甘草60g(去皮，炙)  丁香30g(去枝)  白僵蚕30g(炒)  乳香30g(另研)  麝香15g(另研)  片脑4．5g(另研)  官桂60g(去粗皮)  草豆蔻60g  川羌活60g  虎胫骨30g(酥炙) 玄参30g  牛黄7．5g(另研)  威灵仙45g(jiu浸) 天麻60g  藿香60g(去土)  天竺黄30g  败龟版30g(炙)  人参30g  何首乌60g  白芷60g  乌药30g  安息香30g  青皮30g  黑附子30g(炮，去皮、脐)  香附30g  白豆蔻30g  骨碎补30g  黄连60g  茯苓30g  黄芩60g  白术30g  熟地黄60g  松香脂15g  大黄60g  当归45g  木香60g 沉香30g  金箔(为衣),75g,祛风除湿，化瘀通络，补气养血，强筋壮骨。,胜湿止痛,风湿诸痹，筋骨疼痛，腰臂疼痛，口眼喁斜，行步艰辛，筋脉拘挛。,上为细末，炼蜜为丸，如弹子大。,每次1丸，细嚼，温酒、茶清送服，随证上下服之；头风，茶送服。,,y,53.0,,,
明,煮散,内,17748.0,羚羊角汤 ,《圣济总录》卷九, 羚羊角(镑)30g  独活60g  乌头(炮裂，去皮、脐)22．5g  防风7.5g,7.5g,干肝熄风，温经通络。,胜湿止痛,偏风。手足不随，四肢痛痹。,上锉。每次15g，用水300m1，煎取150ml，去滓。,分二次温服，空腹、夜卧各一服。,,y,4.0,,,
