朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
宋,散,内,3103.0,内消散,《太平圣惠方》卷六十一,赤小豆100g(熬令熟)  人参30g(去芦头)  甘草30g(生，锉)  瞿麦30g  白蔹30g  当归30g(锉，微炒)  黄芩30g  防风30g(去芦头)  黄芪30g(锉)  沉香30g  川升麻30g,30g,清热解毒，消肿排脓。,透疹　散结,痈肿，结硬疼痛,上为细散。,每次6g，以温水调服，不拘时候。,去芦头,y,11.0,,,
金,汤,内,3121.0,内托羌活汤,《兰室秘藏》卷下,肉桂o．9g  连翘  炙甘草  苍术　陈皮各1．5g  当归梢  防风  藁本各3g  黄芪4．5g  黄柏(酒制)  羌活各6g,3g,助阳补气，散寒祛湿，消肿止痛。,透疹,寒湿结聚足太阳经，尻臀生痈，坚硬肿痛大作，左右尺脉俱紧，按之无力。,上哎咀。用水300ml，酒150ral，煎至150ml，去滓。,稍热空心服。以夹衣盖痈上，使药力行罢，去所盖之衣。,,y,11.0,,,
清,汤,内,3637.0,升麻消毒散,《外科大成》卷三,羌活  防风  升麻  白芷  桔梗　连翘  栀子  芍药  金银花  甘草  牛蒡子,wbz,祛风除湿，清热解毒。,透疹　散结,风湿热毒外侵，面肿生疮。,用水400m1，煎至320ml，去滓。,食远热服。外用杏仁(去皮、尖)杵如膏，敷之。,,n,11.0,,,
宋,膏,外,3810.0,乌蛇膏,《太平圣惠方》卷六十三,乌梢蛇120g  当归60g  黄芪45g　生地黄45g  乱发22．5g(烧灰)  防风30g(去芦头)  甘草60g  黄丹180g  胡粉120g  蜡60g  松脂60g,30g,祛风拔毒，生肌长肉。,透疹　散结,一切远年恶毒疮，发背，冷漏，疗疮，刀箭所伤，久不收口者。,上锉细，以清油1．25ks，干铛内入蜡、松脂及药，煎令黑色，绵滤去滓，都纳铛中，下黄丹，以武火上不住手搅，候色黑，滴于水中如珠子，硬软得所，即膏成也，摊于旧帛上。,贴患处，一日换二次，以愈为度。,,y,11.0,,,
现代,汤,内,3870.0,乌蛇驱风汤,《朱仁康临床经验集》,乌梢蛇9g  蝉蜕6g  荆芥9g  防风9g  羌活9g  白芷6g  黄连6g  黄芩9g  银花9g  连翘9g  甘草6g,9g,搜风清热，败毒止痒。,透疹,慢性荨麻疹，皮肤瘙痒症，泛发性神经性皮炎，扁平苔癣，结节性痒疹。,水煎，去滓。,温服,,y,11.0,,,
现代,汤,内,3871.0,乌蛇搜风汤,《朱仁康临床经验集》,乌梢蛇6g  羌活  独活各9g  防风6g  炙僵蚕6g  生地15g  丹皮9g  丹参9g　赤芍9g  黄芩9g  银花15g,6g,搜风祛邪，凉血清热。,透疹,慢性荨麻疹。,水煎，去滓。,温服,,y,11.0,,,
明,酒,内,4454.0,世传白花蛇酒,《本草纲目》卷四十三引《濒湖集简方》,白花蛇1条(温水洗净，头、尾各去10cm，jiu浸，去骨、刺，取净肉30g)  全蝎(炒)  当归  防风  羌活各3g  独活  白芷  天麻  赤芍药  甘草  升麻各15g,3g,祛风和血，舒筋通络,止痒,诸风不论新久，手足缓弱，口眼涡斜，语言蹇涩，或筋脉挛急，肌肉顽痹，皮肤燥痒，骨节疼痛；或生恶疮，疥癞。,上锉碎，以绢袋盛贮，用糯米15k8蒸熟，如常造酒，以袋置缸中，待成，取酒同袋密封，煮熟，置阴地七日出毒。,每次温饮适量，常令相续。,,y,11.0,,,
清,汤,内,4503.0,甘桔防风汤,《治疹全书》卷下,甘草  桔梗  防风  薄荷  荆芥  牛蒡  射干  玄参  连翘  黄芩  银花,wbz,疏风清热，解毒利咽。,透疹　散结,疹后余毒不散，结于咽喉，破烂肿痛者。,水煎，去滓。,温服，一日二次。,,n,11.0,,,
清,汤,内,4688.0,龙胆泻肝汤,《外科全生集》卷四,龙胆草  归尾各6g  银花  花粉　连翘  黄芩各4．5g  丹皮  防风  木通  知母　甘草各3g,3g,泻肝利湿，清热解毒。,透疹　散结,肝经实热上炎，致患牙痈；或肝胆湿热下注，小便赤涩，囊痈下疳，便毒杨梅。,水煎，去滓。,分二次温服。,,y,11.0,,,
明,煮散,内,4717.0,归芍红花散,《审视瑶函》卷四,当归  大黄  栀子仁  黄芩  红花(以上俱酒洗，微炒)  赤芍药  甘草  白芷  防风  生地黄  连翘各等分,等分,泻火解毒，活血消肿。,透疹　散结,眼胞肿硬，内生疙瘩。,上为末。每次9g，水煎，去滓。,食远服,,n,11.0,,,
清,汤,内,4853.0,四物消风饮,《医宗金鉴》卷七十三,生地9g  当归6g  荆芥  防风各4．5g  赤芍  川芎  白鲜皮  蝉蜕  薄荷各3g　独活  柴胡各2g,4.5g,滋阴凉血，疏风祛湿。,止痒,风热挟湿郁于血分，致患赤游风，肌肤发赤，游走无定，起如云片，浮肿锨热，痛痒相兼，高累如粟者。,加红枣肉2枚，用水400m1，煎至320m1，去滓。,温服,,y,11.0,,,
近代,汤,内,6176.0,加味清喉煎 ,《喉科家训》卷二,润玄参  大生地  粉丹皮  荆芥穗 玉桔梗  焦山栀  天花粉  牛蒡子  生甘草  南薄荷  青防风,wbz,养阴清热，凉血解毒。,透疹　散结,虚烂喉风。本原不足，虚火上炎，喉间白斑，痛烂连扁桃腺及内外粘膜，视之不肿，六脉细数。,水煎，去滓。, 温服。,,n,11.0,,,[加减]  尺脉旺，去荆、防，加知母、黄柏。
明,汤,内,6315.0,加味补中益气汤 ,《古今医统》卷五 十五,人参  黄芪  当归  白术各3g  陈皮  甘草  升麻  柴胡  防风  白芷  川芎各1.5g,1.5g,补中益气，疏风祛湿。,止痒　虚,中气不足，卫气不固，风湿外侵，致患瘙痒。,加生姜3片，大枣3枚，水煎，去滓。, 温服。,,y,11.0,,,
宋,散,内,6972.0,托里散,《陈素庵妇科补解》卷三,人参  黄芪  当归  川芎  白芍  甘草  白芷  防风  桔梗  连翘  陈皮,wbz,托里散结，消肿止痛。,透疹,妊娠生痈。,上为散。,每次6g，温开水送服。,,n,11.0,,,[加减)  毒盛肿痛，加乳香、没药；胎动不安，加阿胶、厚朴。
明,汤,外,8097.0,防风浴汤,《医方类聚》卷二十四引《御医撮要》,防风  羊桃根各90g  石南  秦艽 蔺草  蒺藜子  蛇床子  白及  枳壳各30g  苦参90g  升麻3g,90g,祛风清热，燥湿止痒。,止痒,诸风顽痹，皮肤不仁，瘙痒麻木。,上切。水煎，去滓。,洗浴。,,y,11.0,,,
明,汤,内,8115.0,防风当归汤,《杏苑生春》卷五,防风  当归各4.5g  赤茯苓  独活 秦艽  赤芍药  黄芩各3g  杏仁  甘草各1.5g  桂心1.2g  生姜5片,4.5g,祛风清热，活血宣痹。,止痒,血痹，皮肤不仁。,上收咀。用水400ml，煎至200m1，去滓。,食前温服。,,y,11.0,,,
明·万全,汤,内,8123.0,防风败毒散,《片玉心书》卷五,生地  防风  连翘  升麻  荆芥穗 牛蒡子  玄参  酒黄柏  人参  桔梗  甘草,wbz,透疹解表，清热解毒。,透疹,小儿麻疹发热。,水煎，去滓。, 温服。,,n,11.0,,,
清,汤,内,8127.0,防风胜金汤 ,《痧胀玉衡》卷下,防风  乌药  玄胡索  桔梗  枳壳各2.1g  莱菔子6g  槟榔  金银花  山楂  连翘  赤芍各3g,2.1g,消食化瘀，宣肺理气。,透疹,痧胀腹痛因于食积血滞者。,用水400m1，煎至280ml，去滓。,稍冷服。,,y,11.0,,,
清,丸,内,9222.0,连翘丸,《幼幼集成》卷四,净连翘  桑白皮  白头翁  粉丹皮　北防风  川黄柏  青化桂  淡豆豉  海螺蛸  软秦艽  川独活各6g,6g,清热解毒，疏表托里。,透疹,小儿疥疮，毒陷入里,上为细末，炼蜜为丸，如龙眼核大。,每次1丸，灯心汤送服。,,y,11.0,,,
清,煮散,内,9236.0,连翘散,《医宗金鉴》卷四十九,防风  玄参  连翘各6g  白蔹  芒硝  大黄  射干各3g  升麻1．5g  白芍3g  甘草1．5g  杏仁20粒,6g,清热解毒，化痰散结。,透疹,妒乳,上为粗末。加生姜，水煎，去滓。,温服,,y,11.0,,,
清,汤,内,10523.0,驱风散,《外科大成》卷四,金银花9g  牛蒡子(炒)  防风  荆芥  当归  川芎  白芍  黄芩  连翘各2．4g  木通  甘草各1．2g,2.4g,祛风活血，清热解毒。,透疹,小儿紫赤丹毒，诸疮，咽喉肿痛；伤风发热烦躁，鼻塞气喘，痰嗽惊风。,上药用水400ml，煎取320m1去滓,母子同服,,y,11.0,,,
现代,汤,内,11276.0,金蝉蜕衣汤,《中医皮肤病学简编》,桂枝  防风  蝉蜕各9g  苍术  苡仁各6g  茵陈12g  猪苓9g  银花15g  连翘15g  郁金  大枣各6g,9g,祛风止痒，清热燥湿。,止痒,药物性皮炎。,水煎，去滓。,温服,,y,11.0,,,
宋,丸,内,761.0,人参丸,《圣济总录》卷七十二,人参  玄参  沙参  丹参  苦参  防风(去叉)各30g  廑虫30枚(熬)  附子(炮裂，去皮、脐)30g  巴豆(去皮、心，煮研出油)30枚  花椒(去目并闭口，炒出汗)30g  干姜(炮)15g  葶苈(微炒，研)30g,30g,温中益气，化瘀消痰,透疹,中焦虚寒，痰瘀凝结，致患癖块，久聚不散，心腹胀满。,上为末，炼蜜和丸，如梧桐子大。,每次1丸，食后用米饮送下，未利再服。,去叉,y,12.0,,,
清,汤,内,1819.0,卫生汤,《医学心悟》卷六,白芷  连翘  花粉各2．5g  荆芥　甘草节  蒡子各3g  防风  乳香  没药各1．5g　银花6g  贝母  归尾各4．5g,1.5g,清热解毒，活血消痈,透疹,痈疡,水煎，去滓。,分二次温服,,y,12.0,,,
清,汤,内,2314.0,开豁腠理汤,《专治麻痧初编》卷三引《痘疹折衷》,升麻  葛根  羌活  荆芥  防风　前胡  紫苏  牛蒡子  陈皮  甘草  桔梗  枳壳,wbz,解肌透疹,透疹,麻疹,水煎，去滓,温服,,n,12.0,,,
元•沙图穆苏,煮散,内,3117.0,内托千金散,《瑞竹堂经验方》卷五,人参  当归  黄芪  芍药  川芎　防风  甘草  瓜蒌  白芷  官桂  桔梗  金银花各9g,9g,补气活血，托里消肿,透疹　虚,气血不足，热毒蕴结，致发脑背痈疽，乳痈，便毒,上畋咀。每次21～24g，用水400ml，煎至280ml，加酒75ml，去滓。,分二次温服。两服之后，疮口有黑血出者，或遍身汗出，皆药之功效也。,,y,12.0,,,
明,汤,内,3123.0,内托消脓散,《证治准绳·疡医》卷三,人参9g  黄芪15g  防风  白芷　川芎  当归各9g  桔梗6g  连翘12g  升麻9g  柴胡6g  金银花15g  甘草节6g,9g,补托消脓,透疹　虚,发颐有脓不消，正气已虚，热毒仍盛者。,用水、酒各150m1，煎至150m1，去滓。,徐徐温服,,y,12.0,,,
清,汤,内,3599.0,升葛汤,《外科大成》卷二,升麻  葛根各4．5g  羌活  防风　黄柏  南星  川山甲(炒)  半夏各2．4g  鹿角灰6g  大黄6g,2.4g,疏肝清热，消肿散结。,透疹,妇人肝气郁结，胃热壅滞，致患乳吹、乳毒、乳痈、乳疽。,用黄酒400ml，葱头3个，煎至320m1，去滓。,食远服,,y,12.0,,,
清,丸,内,6932.0,百效丸,《疡医大全》卷三十五,黄柏  苦参  连翘  川牛膝  何首乌  当归尾  生地  牡丹皮  防风  防己  荆芥  紫苏叶,wbz,祛风活血，清热化湿。,透疹,遍身上下手足脓窠，血风疥癣。,上为末，神曲打糊为丸，如梧桐子大。,每次9g，白汤送服。服完500g，除根不发。加蛇蜕30g研更妙。,,n,12.0,,,
元•齐德之撰,煮散,内,6982.0,托里茯苓汤,《外科精义》卷下,防风  桔梗  芍药  五味子  川芎　甘草  麦冬(去心)  桂  熟地黄各30g  当归　黄芪  茯苓各45g,30g,补气养血，温中托里。,透疹,痈疽溃后，脓出内虚。,上为末。每次15g，用水225ml，煎至150m1，去滓。,温服,,y,12.0,,,
明,汤,内,6985.0,托里消毒散,《古今医鉴》卷十五又名托里消毒饮(《万病回春》卷八,黄芪(盐水炒)  花粉各6g  防风　当归(酒洗)  川芎  白芷  桔梗(炒)  厚朴(姜制)  穿山甲(炒)  皂角刺(炒)各3g  金银花  陈皮各9g,3g,益气补血，?削中溃脓。,透疹,痈疽六七日不消者。,用水、酒各300m1，煎至280ml，去滓。二帖后，只用水煎。,疮在上，食后服；疮在下，空心服。,,y,12.0,,,
现代,丸,内,7045.0,当归丸,《中西医结合治疗常见皮肤病》,当归15g  川芎7．5g  白芍9g  生地9g  熟地9g  防风6g  白芥子6g  荆芥6g  首乌12g  玉竹12g  黄芪15g  甘草3g,6g,养血润燥，益气祛风。,透疹,慢性荨麻疹，银屑病，瘙痒症，皮肤干裂，鳞屑，皲裂或萎缩，瘙痒，无热象，脉细，舌淡红者。,上为末，炼蜜为丸，每丸9g。,早、晚各服1丸,,y,12.0,,,
明,汤,内,8110.0,防风升麻汤,《片玉心书》卷五,升麻  防风  山栀仁  甘草  麦冬(去心)  荆芥穗  木通  葛根  薄荷叶  玄参  连翘  牛蒡子,wbz,发表解毒。,透疹　散结,小儿丹毒,水煎，去滓。,温服,,n,12.0,,,
清,汤,内,8130.0,防风消毒饮,《麻疹备要方论》,荆芥  防风  牛蒡子  甘草  枳壳　桔梗  石膏  苏叶  百部  马兜铃  葶苈  桑皮,wbz,透疹解毒，泻肺平喘。,透疹　散结,麻毒内攻，喘促胸突，肚急目闭者。,水煎，去滓。,温服,,n,12.0,,,
明•谈志远辑,汤,内,8140.0,防风解毒汤,《痘疹全书》卷下又名防风败毒散(《麻科活人书》卷二),防风  薄荷  荆芥  石膏  知母  桔梗  甘草  牛蒡  连翘  木通  枳壳  淡竹叶,wbz,辛凉透发。,透疹,麻疹初起，发热咳嗽，或乍冷乍热，已现麻点者。,水煎，去滓。,温服，一日二次。,,n,12.0,,,
明,汤,内,8775.0,苍耳散 ,《古今医鉴》卷十五,苍耳子  金银花  皂角刺  防风  荆芥  连翘各3g  蛇床子  天麻  前胡各1．5g  土茯苓  牙皂  甘草各9g,3g,解毒祛风。,透疹,杨梅疮已服轻粉愈后，又发鹅掌风，手掌脱皮，反复不绝者。,上锉。加生姜1片，川椒1撮，水煎，去滓。,温服，不拘时候。,,y,12.0,,,
清,汤,内,10415.0,附子败毒散,《医宗金鉴》卷六十四,羌活3g  川附子(制)3g  白僵蚕(炒)9g  前胡3g  连翘(去心)4．5g  生黄芪4.5g  蔓荆子4.5g  陈皮3g  防风3g  白茯苓4．5g　金银花6g  甘草(节)1.5g,3g,祛风胜湿，解毒消瘰。,透疹　散结,湿毒瘰疬,生姜1片为引，用水600m1，煎至200m1，去滓。,食远温服,,y,12.0,,,
清,膏,外,11299.0,肿毒疮疖膏,《疡医大全》卷七,当归  金银花  防风  马钱子  玄参  生甘草  白及  石菖蒲  连翘  生大黄  白芷 生地黄各12g,12g,清热解毒，散结消肿。,透疹　散结,痈疽。,麻油620g，同药一处入锅内熬枯，滤去滓；复入净锅，熬至滴水成珠为度，入飞过黄丹250g收成膏；离火，入白蜡、黄蜡各6g，化尽；再入乳香(去油)、没药(去油)、轻粉各6g(研细末)，摊布上。,贴患处。,,y,12.0,,,
金,汤,内,3122.0,内托复煎散,《素问病机气宜保命集》卷下,地骨皮  黄芪  芍药  黄芩  白术 茯苓  人参  柳桂(味淡者)  甘草  防己  当归各30g  防风60g,60g,祛风湿，散郁热，补胃气。,透疹,阴疽痈毒，肿锨于外，根盘不深，形证在表，其脉多浮，痛在皮肉。,上哎咀。先以苍术500g，用水2．5L，煎至1．5L，去滓，入前味十二味，再煎至500～600m1，绞取清汁；又煎苍术滓为汤，去滓，再依前煎十二味滓，取汁去滓。,第一次煎汁分作三至四次温服；如未已，再作半料服之。继以第二次煎汁，终日服之。,,y,13.0,,,
宋,散,内,3151.0,内消昆布散,《太平圣惠方》卷六十六,昆布30g(洗去咸味)  海藻30g(洗去咸味)  枳壳30g(麸炒微黄，去瓤)  牛蒡子15g(微炒)  连翘15g  防风15g(去芦头)  玄参15g  何首乌30g  牵牛子15g(微炒)  甘草15g(炙令微赤，锉)  川大黄15g(锉碎，微炒)  皂荚子仁50枚(微炒令黄)  牡荆子30g,15g,清热化痰，软坚散结。,透疹,痰热郁结，致生瘰疬肿结。,上为细散。,每次6g，食后煎葱汤调服。,去芦头,y,13.0,,,
清,汤,内,3636.0,升麻消毒饮,《医宗金鉴》卷七十四,当归尾  赤芍  金银花  连翘(去心)  牛蒡子(炒)  栀子(生)  羌活  白芷  红花  防风  甘草(生)  升麻  桔梗各6g,6g,祛风胜湿，清热解毒。,止痒,风邪与湿热相搏，致生黄水疮，形如粟米而痒兼痛，破流黄水，浸淫成片。,每味用6g为大剂，4．5g为中剂，3g为小剂。用水400m1，煎取320m1，去滓。,空腹热服。,,y,13.0,,,
清,汤,内,6867.0,夺命汤,《外科全生集》卷四,银花  草河车  赤芍  细辛  蝉蜕　黄连  僵蚕  防风  泽兰  羌活  独活  青皮  甘草各等分,等分,清热疏风，活血解毒。,透疹　散结,红丝疔,水煎，去滓,温服,,n,13.0,,,
明,汤,内,8120.0,防风羌活汤,《证治准绳·疡医》卷三,防风  羌活  连翘  升麻  夏枯草　牛蒡子  川芎  黄芩(jiu浸)  甘草  昆布(洗)  海藻(洗)  僵蚕  薄荷,wbz,疏风清热，化痰散结。,透疹,瘰疬发热者。,水煎，去滓,温服,,n,13.0,,,
元,汤,内,8135.0,防风散结汤,《原机启微》卷下,防风  羌活  白芍药  归尾各1．5g  红花  苏木各少许  茯苓  苍术  独活  前胡　黄芩各1．5g  炙草  防己各1．8g,1.5g,祛风胜湿，活血清热。,透疹,目上下睫隐起肉疣。,用水300m1，煎至150ml，去滓。,热服，滓再煎服,,y,13.0,,,
清,汤,内,9575.0,皂角树皮汤,《外科大成》卷四,皂荚树根皮(切片，用炭灰加醋拌炒至黄色)30g  金银花  威灵仙  牛膝  豨莶草  木瓜各9g  防风  荆芥  连翘  白鲜皮  苦参  地骨皮  当归各6g,6g,祛风除湿，清热解毒。,透疹,杨梅结痛溃烂，筋骨疼痛。,上药用酒900ml，水600ml，煎至800ml，备用；又用土茯苓、羊肉各120g，酒600m!，煎至400ml，露一宿，兑入前药内。,每次300ml，空腹时服，一日一次，四日服完。10剂痊愈,,y,13.0,,,
清,汤,内,10065.0,补中益气汤,《梅氏验方新编》卷六,黄芪60g  人参3g  炙草2．4g  半夏30g  炒白芍  独活  防风各15g  炒白术  茯苓  泽泻  柴胡各9g  连翘6g  羌活4．5g,15g,益气托毒，疏风祛湿。,透疹　虚,损伤后气虚感邪，脓出不止，疮口白肉突出者。,加生姜3片、大枣2枚，水煎，去滓。,温服,,y,13.0,,,
清,汤,内,2845.0,五虎搜山方,《良朋汇集》卷五,蜈蚣1条(去头、足)  全蝎7个(去尾、足。以上为末另包)  蝉蜕7个  僵蚕7个　防风  荆芥  连翘  当归  甘草  白芷  芒硝　穿山甲各3g  金银花30g  大黄9g,3g,消肿散结，泻火解毒。,透疹,便毒初起。,用水500ml，煎取250ml，去滓，入前二味药末和匀。,空心热服,,y,14.0,,,
唐,其他,外,3596.0,升麻薄 ,《千金翼方》卷二十三,升麻  青木香  白蔹  芒硝  射干  当归  黄芩  桂心  芍药  防风  大黄  川芎  干葛各60g  莽草30g,60g, 清热解毒，活血消肿。,透疹　散结,痈疽结核。,上为末。以酒和令调，微火熬令黄。,"以薄肿上，一日二次；药干添酒更捣
之，随后薄患处。",,y,14.0,,,
元·韩仁?,散,外,4406.0,玉容西施散,《医部全录》卷一三一引《医林方》)  又名玉容散(《古今医统》卷六十六),绿豆粉60g  白附子  白及  白蔹 白僵蚕  白芷  天花粉各30g  甘松  三柰子  茅香各15g  零陵香  防风  藁本各6g  肥皂荚1挺(去皮、弦),6g,令面色如玉。,透疹,面上酒刺，风刺黑（厌下加黑），雀斑。,上为细末。, 洗面。,,y,14.0,,,
明,丸,内,5524.0,白花蛇丸 ,《医学入门》卷八,白花蛇1条(jiu浸)  当归60g  川芎 白芍  生地  防风  荆芥  jiu黄芩  连翘  胡麻子 何首乌  升麻  羌活  桔梗各30g,30g,养血祛风。,止痒,头面手足白屑疮痒，皮肤皴燥。,上为末，将浸蛇酒和水打糊为丸，如梧桐子大。    ,每次70丸，茶清送服。,,y,14.0,,,
宋,散,内,8089.0,防风散,《类编朱氏集验医方》卷十, 北防风  川当归  赤芍药  牛蒡子各30g(炒)  荆芥穗36g  蝉蜕22．5g  生地黄  香白芷  甘草  白附子  白僵蚕(去丝)  何首乌  乌梢蛇肉(jiu浸，去皮、骨，焙干)各15g  紫参22．5g,30g,疏风清热，养血活血。,止痒,妇人经脉不匀，气血壅滞，肺有风热，以致遍身瘾疹，红紫成片，肌肉顽痹，皮肤粗涩，或时瘙痒。,上为细末。,每次9g，加至12g，温酒调服。如不饮酒，以蜜汤调服。,,y,14.0,,,
明,汤,内,9204.0,护心托里散,《仁斋直指附遗》卷二十二,人参  黄芪  当归  川芎  甘草  白芍药  乳香  水香  乌药  官桂  防风  枳壳  桔梗  厚朴各等分,等分, 补气活血，托里护心。,透疹　虚, 痈疽。,上哎咀。加生姜，水煎，去滓。,分二次温服。,,n,14.0,,,
元,膏,外,9386.0,围药,《丹溪心法》卷五,乳香  没药各6g  大黄  连翘  黄芩  黄连  黄柏  南星  半夏  防风  羌活  瓜蒌 阿胶  皂角刺各15g,15g,清热解毒，消肿止痛。,透疹　散结,诸般痈疽。,上为细末，好醋煎黑色成膏。,敷患处四周。,,y,14.0,,,
明,汤,内,310.0,二陈消核汤,《外科百效全书》卷二,陈皮  半夏  茯苓  防风  白芷  贝母  天麻  夏枯草  山慈姑  连翘  海藻  枳实  黄芩  桔梗  前胡   ,wbz,化痰行气，软坚散结。,透疹2,痰气二核，瘰疬初起者。,水煎，去滓。,温服,,n,15.0,,,
明,汤,内,560.0,七贴方,《景岳全书》卷六十四,防风  金银花  皂刺  蝉蜕(去头、足)  连翘  白鲜皮  五加皮  荆芥  穿山甲(炒)各3g  生地  木瓜(去心，忌铁)  僵蚕(炒)各4．5g　皂荚7个  薏仁9g  土茯苓120g,3g,祛风解毒，利湿消肿。,透疹,杨梅疮,用水1L，煎至500m1，去滓。,食远分二次温服。,,y,15.0,,,
明,汤,内,1166.0,三黄败毒散,《扶寿精方》,升麻  当归尾  川芎  生地黄  赤芍药  白粉葛  黄芩各3g  黄连  黄柏  连翘  防风各2．4g  羌活  金银花  甘草节各1．5g  蝉蜕2个,2.4g,清热化湿，活血解毒。,透疹　散结,杨梅疮，并一切疮毒。,上锉片。水煎汤，去滓。,温服，一日二次。,,y,15.0,,,
明,汤,内,1701.0,千里光明汤,《寿世保元》卷九,青木香  黄连  黄柏  黄芪  防风　荆芥  苦参  苍耳子  蛇床子  羌活  升麻  麻黄  甘草各15g  鸡肠草(又名千里光明草，焙)  冬青叶(焙)各12g,12g,清热解毒，祛风燥湿。,透疹,杨梅疮,上作一剂，用布包，水煎，去滓。,于无风处服300m1，即以此汤浴洗，凉了又加热再洗，微汗拭干。,,y,15.0,,,
宋,丸,内,5522.0,白花蛇丸,《太平圣惠方》卷六十五,白花蛇90g(jiu浸，去皮、骨，炙令微黄)  黄芩30g  防风30g  白鲜皮30g  甘草30g(炙微赤，锉)  枳壳30g(麸炒微黄)  栀子仁30g　赤芍药30g  川大黄30g(锉碎，微炒)  苍耳子30g  麦冬45g(去心，焙)  黄芪30g(锉)  白蒺藜30g(微炒去刺)  羌活60g  苦参60g(锉),30g,祛风清热，燥湿止痒,止痒,风癣疮，皮肤疮痒，久不愈。,上为末，炼蜜为丸，如梧桐子大。,每次30丸，食后以薄荷酒送服。,,y,15.0,,,
清,汤,内,6934.0,百效饮,《霉疠新书》,土茯苓660g  玄参  银花  防风　荆芥  连翘  黄柏  大黄  芒硝  蝉蜕  天花粉　龙胆  猪苓  泽泻各60g  甘草3．6g,5g,疏风泻火，利湿解毒。,透疹,杨梅、下疳、便毒。,上分作十二帖。每帖头煎以水900ml，煮取750ml；第二次煎，以水750ml，煮取450ml：第三次煎，以水450ml，煮取300ml，三次药汁相和，去滓。,分四次，一日服尽。,,y,15.0,,,
明,煮散,内,7134.0,当归散,"《秘传外科方》引李世安治
    疗法",当归尾60g  川芎  荆芥穗  干葛　乌药  川独活  赤芍药  白芷  升麻各30g  羌活 甘草  防风  枳壳各15g  红花  苏木各0．75g,15g,行气活血，祛风消肿。,透疹,疔疮。疼痛，发热，烦燥，口渴，便秘。,上哎咀。每次15g，加灯草10数茎，乌豆10粒，水300ml，煎至240m1，去滓。,病在上，食后服，病在下，食前服。连进取效。,,y,15.0,,,
明,汤,内,9257.0,连翘败毒散,《证治准绳·伤寒》卷七,羌活  独活  连翘  荆芥  防风  柴胡  升麻  桔梗  甘草  川芎  牛蒡子(新瓦上炒，研碎用)  当归尾(酒洗)  红花(酒洗)  苏木  天花粉,wbz,散风解毒，活血消肿。,透疹　散结,发颐初起，肿痛。,用水150ml，好酒150ml，同煎至150ml，去滓。,徐徐温服,,n,15.0,,, [加减]  如未消，加穿山甲(蛤粉炒)3g；肿至面者，加香白芷3g，漏芦1．5g；如大便燥实者，加酒浸大黄4．5g，壮人倍用之；凡内有热，或寒热交作者，倍用柴胡，加酒洗黄芩3g，酒炒黄连3g。
明,汤,内,10917.0,败毒流气饮,《万氏家抄方》卷四,木香  独活  紫苏  白芷  芍药  黄芪各3g  羌活  当归各6g  枳壳4．5g  防风  厚朴  茯苓  陈皮各2．4g  官桂  甘草各1．5g,2.4g,祛风活血，消肿止痛。,透疹,发背,用水400ml，煎至320ml，去滓。,食后温服,,y,15.0,,,
清,汤,内,11092.0,乳没汤 ,《医学从众录》卷八,乳香  防风  知母  陈皮  木通  香附各3g  没药  川芎  甘草  当归  贝母各1．5g  苡仁  银花  瓜蒌仁各6g  橘叶20片(鲜者更妙),3g,清热解毒，消肿散结。,透疹　散结,乳痈,水、酒各半煎，去滓。,食后服,,y,15.0,,,
明,汤,内,400.0,十六味流气饮,《玉机微义》卷十五)又名疮科流气饮(《外科发挥》卷五,川芎  当归  芍药  防风  人参  木香  黄芪  官桂  桔梗  白芷  槟榔  厚朴  乌药 甘草  紫苏  枳壳各等分,等分,疏肝解郁，益气养血。,透疹,肝气郁结，气血两虚，血行瘀滞，致患痈疽，流注，乳房结核，皮色不变者。,上叹咀。水煎，去滓。,温服,,n,16.0,,,
清,汤,内,3082.0,内托散,《喉科种福》卷四,生黄芪9g  白芍药4．5g  党参12g  当归4．5g  金银花3g  天花粉3g  北防风3g  川芎2．4g  荆芥穗3g  生甘草3g  牛蒡子3g  陈皮2．4g  苦桔梗6g  皂角刺2个  白术3g(蜜炒)  连翘3g,3g,疏风清热，托里透脓。,透疹,乳蛾，蛾顶上现白点，其脓将成，其痛更甚者。,水煎，去滓,温服,,y,16.0,,,
宋,煮散,内,3114.0,内塞散,《急救仙方》卷一,人参(去芦)  当归(去芦，jiu浸)　黄芪(盐汤浸)  川芎(洗去土)  茯苓(去皮)  防风(去芦)  桂心各7．5g  桔梗  远志  甘草  白芷各30g  缩砂  香附子  厚朴各60g  赤小豆150g(jiu浸)  附子2枚(去皮，煨),7.5g,托里排脓，定痛生肌。,透疹,诸恶疮疖热退后脓血不止，疼痛，属虚证者。,上叹咀。每服30g。水220m1，加生姜3片，煎至150m1，去滓，加酒适量冲入。,热服,去芦,y,16.0,,,
清,汤,内,3302.0,化毒清表汤,《痘疹活幼至宝》卷终,牛蒡子(制)  连翘  天花粉  地骨皮  黄连  黄芩  山栀(炒)  知母  干葛  玄参各2．4g  桔梗  前胡  木通各1．8g  甘草  薄荷  防风各0.9g,0.9g,疏风化毒，清热生津。,透疹　散结,痧已见形一二日，红肿太甚，一齐涌出者。,水煎，去滓。,温服，一日二次。,,y,16.0,,,
