朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
现代,丸,内,396.0,十一味还睛丸 ,《眼科全书》卷三,川芎  白术  防风  木贼  羌活  甘草  蒺藜  密蒙花  青葙子  菟丝子  当归,wbz,养肝祛风，消翳明目。,明目　肝虚,青风内障,上为末，米糊为丸，如梧桐子大。,每次40丸，茶送下，一日三次。,,n,11.0,,,
清,丸,内,7782.0,决明丸,《医宗金鉴》卷七十七,石决明30g  车前子30g  五味子15g  细辛15g  大黄30g  茯苓30g  知母30g 茺蔚子30g  黑参30g  防风30g  黄芩30g,30g,清肝泻火。,明目,滑翳内障。瞳心内一点如水银珠子之状，微含黄色，不痒不疼，无泪而遮蔽瞳神，渐渐失明，后则左右相牵俱损。,上为细末，炼蜜为丸，如梧桐子大。,每次9g，食前用茶清送服。,,y,11.0,,,
宋,煮散,内,8081.0,防风汤  ,《圣济总录》卷一O七,防风  甘菊花各22.5g  川芎  赤芍药各15g  黄芩(去黑心)30g  羚羊角(镑)15g  细辛22.5s  枳壳(去瓤，麸炒)15g  黄连22.5g  甘草(炙)15g  石膏(碎)30g  人参15g,22.5g,祛风清热，凉血明目。,祛风解表,风热眼赤，痛痒不定。,上为粗末。每次15g，以水225ml，煎至150m1，去滓。,食后、临卧温服，一日三次。,,y,11.0,,,
元末,丸,内,9246.0,连柏益阴丸,《银海精微》卷下名泄阴火丸(原书同卷,黄连(酒洗，炒)30g  防风  五味子　甘草  羌活  独活  当归尾(酒洗)各45g  黄柏　细辛  知母  石决明(煅存性)各30g,45g,疏风泻火，祛翳明目。,明目,眼大眦生青白翳。,上为细末，炼蜜为丸，如绿豆大。,每次30丸，渐加至100丸为止，睡前用清茶送服。,,y,11.0,,,
明,散,内,9869.0,羌活防风散,《证治准绳·幼科》卷六,羌活  防风  川芎  甘草  木贼  绿豆皮  荆芥各9g  蝉蜕  谷精草  蛇蜕  鸡子壳(用内薄皮)各6g,9g,疏风退翳。,明目,眼中翳障,上为极细末。,每次3g，食后用茶清调服，一日三次,,y,11.0,,,
清,汤,内,11421.0,泻肝散,《医宗金鉴》卷五十二,生地黄  当归  赤芍  川芎  连翘(去心)  栀子(生)  龙胆草  大黄  羌活  甘草(生)  防风,wbz,泻肝凉血,明目　肝热,疳热上攻，眼目湿痒赤烂，胞肿疼痛，白睛生翳，流泪羞明。,灯心为引，水煎，去滓,温服,,n,11.0,,,
明,丸,内,2083.0,无比地黄丸,《普济方》卷七十二引《经验良方》,肉苁蓉120g(jiu浸)  枸杞子120g  当归  川芎  防风各60g  菊花  楮实(焙)　巴戟天(去心)  荆芥穗  白蒺藜各45g  决明子(炒)30g  生地黄120g,60g,补肝益肾，祛风明目。,明目　肝肾虚,肝肾虚，眼生黑花，乍结内障，目力亏损，遇风有泪。,上为细末，炼蜜为丸，如梧桐子大。,"每次30丸，空心用盐汤或温无灰酒
送服。",,y,12.0,,,
明,汤,内,2197.0,天冬饮子,《审视瑶函》卷四,天冬  知母  茺蔚子  防风  辽五味  茯苓  熟地黄  羌活  荆芥穗  川芎  白芍药  当归各等分,等分,滋肾补肝，养血祛风。,明目　肝肾虚,怀孕多居暖阁，或烘火过热，衣被卧褥，伏热在内，或补药或热药太过，肝脏壅极，致令胎热。将临月，两目忽然不明，灯火不见，头痛目昏，颐项肿满，不能转颈。,上锉。加生姜3片，白水400m1煎。,食后服,,n,12.0,,,
明,汤,内,4837.0,四物三黄汤,《医便》卷三,当归  川芎  芍药  生地黄各6g  羌活  防风  黄芩  龙胆草  甘菊花  黄连各4．5g  玄参  薄荷各3g,4.5g,养血泻火,明目　肝虚,目赤暴发，赤肿疼痛，不可忍者。,用水300m1，煎取240ml，去滓。,食后通口服。,,y,12.0,,,
近代,汤,内,7178.0,当归芍药饮,《眼科临证笔记》,当归15g  赤芍9g  生地12g  防风9g  黄芩9g  栀子9g  牛蒡子9g(炒)  连翘9g　大黄12g  白芷9g  红花9g  甘草3g,9g,凉血祛风，泻火解毒。,祛风解表(风热)　目,沙眼赤肿，目胞痒痛。,水煎，去滓。,温服,,y,12.0,,,
清,汤,内,7198.0,当归补血汤,《医宗金鉴》卷七十八,薄荷1．5g  羌活1．5g  芜蔚子3g　柴胡2．4g  蒺藜3g  菊花2．4g  防风2．4g  甘草1．2g  生地黄6g  当归4．5g  白芍药3g  川芎2．4g,2.4g,补血养肝，疏风明目。,明目　肝虚,经行去血过多，肝经虚损，眼目涩痛，头痛眩晕，肿涩难开，生翳于黑睛上，或如粟米，或花翳白陷。,上为粗末。以水300m1，煎至150ml，去滓。,食后温服。,,y,12.0,,,
元末,散,内,7786.0,决明散,《银海精微》卷下,决明子  甘菊花各30g  防风  车前子  川芎  细辛  栀子仁  玄参  蔓荆子  白茯苓  山茱萸各45g  生地黄90g,45g,滋肾补肝，清热祛风。,明目,肝肾阴亏，风热上扰，眼见黑花不散。,上为末,每次6g，食后以盐汤调服。,,y,12.0,,,
宋,丸,内,8072.0,防风丸,《圣济总录》卷一O七,防风  玄参  决明子(炒)  车前子　茯神(去木)  地骨皮  枳壳(去瓤，麸炒)  龙齿　甘菊花  苦参  大黄(锉，炒)  麦冬(去心，焙)各30g    ,30g,祛风泻火，退翳明目。,祛风解表(风热)　目,风热毒气攻目，或赤或涩，或昏或痛，翳障不明者。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，食后温浆水送服，临卧再服。,,y,12.0,,,
清,丸,内,9108.0,还睛丸,《眼科阐微》卷三,草决明  当归  菊花各30g  木贼　蝉蜕各6g  川芎9g  青葙子(炒)  防风  山栀　白蒺藜(炒)  白芍  粉草各15g,15g,活血清肝，祛翳明目。,明目　肝热,目因物撞，瘀血蓄内，致生翳障，疼痛昏花。,上为细末，炼蜜为丸，如梧桐子大。,每次30丸，用麦冬汤送服。先用通血散，次服经效散，然后服本方。,,y,12.0,,,
元末,汤,内,9242.0,连翘饮子,《银海精微》卷下,连翘  当归  菊花  蔓荆子  甘草　柴胡  升麻  黄芩  黄芪  防风  羌活  生地黄各等分,等分,疏风清热，清肝明目。,祛风解表(风热)　目,目中恶翳，及大眦隐涩，小眦紧，久视昏花，近风有泪。,水煎，去滓,食后服,,n,12.0,,,
金,膏,外,9279.0,吹云膏,《兰室秘藏》卷上,细辛o．3g  升麻  蕤仁各0．9g  青皮  连翘  防风各1．2g  柴胡1．5g  生甘草  当归身各1．8g  荆芥穗3g(微取浓汁)  生地黄4．5g  拣黄连9g,1.2g,祛风清热，养血明目。,祛风解表,目中泪下，及迎风寒流泪，羞明怕日，常欲闭目，喜在暗室，久则翳膜遮睛。,上叹咀。除连翘外，用澄清水500ml，先熬余药至250ml，入连翘同熬至150ml，去滓，入银石器内，文武火熬至滴水成珠，加熟蜜少许，熬匀。,点眼,,y,12.0,,,
清,丸,内,10617.0,青葙丸,《医宗金鉴》卷七十八,菟丝子30g  茺蔚子3Og  生地黄60g  青葙子60g  防风30g  五味子9g  黑参30g  柴胡30g  泽泻30g  细辛9g  车前子30g  茯苓30g,30g,补肾养肝，疏风清热。,明目,肝肾阴虚，风热上侵，眼目初则红肿疼痛，涩泪难开，久则渐重，遂生翳膜，视物昏暗。,上为细末，炼蜜为丸，如梧桐子大。,每次9g，空心用茶清送服。,,y,12.0,,,
元末,汤,内,10840.0,拨云散,《银海精微》卷下,黄芩  甘草  藁本  栀子  防风  菊花  密蒙花  连翘  桔梗  薄荷  赤芍药  白蒺藜,wbz,清热疏风，退翳明目。,祛风解表(风热)　目,风热上攻，眼赤涩肿痛，年深有红翳于乌睛上者。,水煎，去滓。,食后服,,n,12.0,,,
元末,汤,内,10936.0,明目菊花散,《银海精微》卷上,菊花  车前子  熟地黄  木贼  密蒙花  薄荷  连翘  白蒺藜  防风  荆芥穗  甘草 川芎各等分,等分,祛风清肝，滋肾明目。,明目　肝热,肝风上攻，内有积热，久则肾虚，眼中常发热或赤痛，渐渐生白翳膜，初起时如碎米，久则成片遮满乌睛，凝结如玉色。,水煎，去滓。,温服。,,n,12.0,,,
宋,丸,内,11318.0,兔肝丸,《圣济总录》卷一O二,兔肝(慢火炙干)2具  柏子仁  熟地黄(焙)  防风各30g  五味子  车前子  细辛 菟丝子(jiu浸一宿，别捣为末)各15g  川芎  枸杞子  山药各30g,30g,补肾养肝，祛风明目。,明目,肝肾两虚，风邪上侵，目视昏暗，冷泪时出。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，渐加至30丸，空心用酒送服，一日二次。,,y,12.0,,,
宋,丸,内,1327.0,大黄丸 ,《圣济总录》卷一O九,大黄(锉，炒)  黄芩(去黑心)各60g 人参  地骨皮(洗去土，焙)  决明子(微炒)  防风(去叉)  石胆  地肤子  黄连(去须)  甘草(炙，锉)  车前子各30g  免肝三具(洗，切，炙干)  萤火虫100枚(去翼，焙干),wbz,疏风清热，养肝明目。,祛风解表(风热)　目,风热上侵，眼生赤脉胬肉。,上为细末，用鲤鱼胆拌为剂，更捣令匀，为丸如梧桐子大,每次20丸，食后用温水送服，临卧再服。,去叉,n,13.0,,,
宋,散,内,2278.0,开明散,《仁斋直指》卷二十,蒺藜(炒，去刺)  防风  羌活  川芎  天麻  茯苓  蝉蜕(去足)  苍术(童便浸一宿，焙)各15g  华阴细辛  荆芥  茺蔚子  甘草(炙)各7．5g  甘菊(去萼)60g,15g,祛风退翳，明目清肝。,明目,风毒气上攻，眼生障膜。,上为末；,每次6g，加盐1点，食后用沸汤调服。,,y,13.0,,,
明,丸,内,6385.0,圣僧丸,《永乐大典》卷一一四一三引《眼科诀髓》,羌活  川芎  防风  木贼  甘草  苍术  青皮  菊花  石膏  蒺藜各30g  枸杞子  蛇蜕  石决明各15g,30g,疏风清热，退翳明目。,明目　肝热,肝经风热，目生翳膜。,上为末，炼蜜为丸，如弹子大。,每次半丸，食后冷水送服。,,y,13.0,,,
宋,散,内,7556.0,朱僧热翳方,《仁斋直指》卷二十,蝉蜕(洗，晒)15g  蒺藜(炒，捣去刺)15g  防风  羌活  木贼(去节，童便浸12小时，晒)  川芎  细辛  秦皮  枳实  荆芥  藁本  干菊　甘草各7．5g,7.5g,疏风散热，明目退翳。,祛风解表,风热上侵，眼中生翳,上为末,每次3g，薄茶调服。,,y,13.0,,,
清,汤,内,7787.0,决明散,《眼科阐微》卷三,石决明  草决明  防风  赤芍  柴胡  白芷各2．4g  菊花3．6g  川芎  羌活  蒺藜　红花各1．5g  当归3g  栀子1．8g,2.4g,活血祛瘀，清肝明目。,明目　肝热,目珠被物撞打疼痛，眼眶停留瘀血。,加姜皮少许，灯心65cm，用水400ml，煎至320ml，去滓。,空腹时温服,,y,13.0,,,
宋,丸,内,8141.0,防风蔓荆丸,《圣济总录》卷一O四,防风(去叉)75g  蔓荆实  羚羊角(镑)  玄参  山栀子仁各45g  萎蕤  大麻仁(研)  芍药  芒硝(研)各90g  黄连(去须)  枳壳(去瓤，麸炒)各30g  菊花22．5g  麦冬(去心，焙)60g,75g,疏风清热，养阴平肝,明目　肝热,风热目赤，昏涩碜痛,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，稍加至30丸，食后、临卧用温浆水送服。,,y,13.0,,,
明,丸,内,9956.0,补肝丸,《异授眼科》,菟丝子(酒煮，捣烂)  柏子仁(炒)各90g  枸杞90g  山药90g  白茯苓60g  防风30g  栀子(炒)30g  五味子30g  车前子(炒)30g  细辛15g  甘草15g  蕤仁9g  川芎30g,30g,补肝明目,明目,肝虚目暗，渐渐昏矇，时见黑花，视一如二。,上为细末，用熟地90g，兔肝l具，捣膏入药，炼蜜为丸，如梧桐子大。,每次6g，灯草煎汤送服。,,y,13.0,,,
宋,丸,内,10096.0,补肝重明丸,《急救仙方》卷三,羚羊角  生地黄  熟地黄  肉苁蓉　枸杞子  防风  草决明  楮实子各15g  甘菊花　羌活  当归各30g  羊子肝120g(煮，焙)  川芎15g,15g,补肝养胆，清热明目。,明目　肝虚,瞳神昏散，目力虚弱，视物不真。,上为末，炼蜜为丸，如梧桐子大。,每次30丸，空心用盐汤送服，则引药性下达；日午茶清送服，则可上清头目；临睡酒送服，则可荣养气血；不饮酒，则用人参、当归汤送服。,,y,13.0,,,
元,汤,内,883.0,人参补阳汤,《原机启微》卷下又名人参补胃汤(《审视瑶函》卷二,羌活  独活各1．8g  白芍药  生地黄  泽泻各o．9g  人参  白术  茯苓  黄芪  炙草  当归各1．2g  柴胡  防风各1．5g  熟地黄(酒洗，炒)1．2g,1.5g,益气养血，疏风利湿。,明目,伤寒气血两虚，余邪不散，上走空窍，眼目隐涩赤胀，生翳羞明，头痛骨痛,上作一服。用水300m1，煎至150m1，去滓。,热服,,y,14.0,,,
明,丸,内,1144.0,三花五子丸,《扶寿精方》,甘菊花  旋覆花  蜜蒙花各30g  地肤子  青葙子  覆盆子  牛蒡子  蔓荆子  草决明各45g  白蒺藜(炒，杵去刺)  川芎  木贼  黄芩(去节)  防风各30g,30g,清肝明目,明目　肝热,眼目昏花,上为细末，酒糊为丸，如梧桐子大,每次30～50丸，用麦门冬煎汤送服。,,y,14.0,,,
金,煮散,内,7166.0,当归龙胆汤 ,"《兰室秘藏》卷上)  又
    名羌活退翳散(《审视瑶函》卷三)","防风  石膏各4.5g  柴胡  羌活
五味子  升麻各6g  甘草  酒黄连  黄芪各9g
酒黄芩(炒)  酒黄柏(炒)  当归身(酒洗)  草龙胆
(酒洗)  芍药各15g",4.5g ,疏风清热。,祛风解表(风热)　目,风热上侵，眼生白翳。,上哎咀。每次15g，用水300m1，煎至150ml，去滓。,入酒少许，临卧热服。,,y,14.0,,,
明,丸,内,7956.0,羊肝丸,《审视瑶函》卷六,白蒺藜(炒去刺)  菊花(去根、叶) 石决明(煅)  生地各30g  楮实子  槐角(炒)  五味子  黄连  当归尾各15g  防风  荆芥穗各7.5g 甘草3g  川芎9g  蕤仁(去壳油，净)2．1g,7.5g,清肝泻火，祛风明目。,祛风解表(风热)　目,肥人酒色太过，热毒伤肝，红筋侵目，白膜伤睛。,"上为细末，用雄羊肝1具，滚水沸过，
共前药捣为丸。",每次50～60丸，空腹时用薄荷汤送服。    ,,y,14.0,,,
宋,丸,内,8071.0,防风丸,《圣济总录》卷一O七,防风(去叉)  山药各45g  萎蕤60g 赤芍药45g  车前子90g  秦皮  泽泻各30g 川芎60g  山栀子仁  白茯苓各45g  独活  白槟榔(煨，锉)  甘菊花(择)  羚羊角(镑)各30g,45g,祛风清热，活血消翳。,祛风解表(风热)　目,瞳人上生翳，目系急，及睑肿合，痛如针刺。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，空心、临卧煎苦竹叶汤送服。,去叉,y,14.0,,,
宋,煮散,内,9111.0,还睛汤 ,《圣济总录》卷一一一,甘菊花  蔓青子  蒺藜子(炒去角) 谷精草  牡蛎(烧)  川芎  淫羊藿  生地黄各15g  蛇蜕5条  羌活  防风  桑叶  蝉蜕(洗)  地骨皮各30g,30g,去风退翳。,祛风解表(风热)　目,内外障眼。,上为粗末。每次6g，用水150ml，加竹叶2片，荆芥2穗，煎至105ml，去滓。, 食后、临卧温服。,,y,14.0,,,
宋,散,内,9850.0,羌活散,《圣济总录》卷一O九,羌活  甘草(炙)  石决明(生，研) 石膏(泥裹煅通赤，冷研)  密蒙花  苍术  防风 蒺藜子(炒，去角)  木贼各15g  蔓荆子  威灵仙(去土)  干桑叶  荆芥穗  原蚕沙(炒)各7．5g,15g,祛风清热，养肝明目。,祛风解表(风热)　目,风热上侵，目昏茫茫，或见黑花蝇翅。,上为散。,每次3g，早、晚食后用温熟水调服；眼赤涩，沙糖水调服，临卧再服。,,y,14.0,,,
元,汤,内,9872.0,羌活胜风汤,《原机启微》卷下又名羌活胜湿汤(《张氏医通》卷十五,白术1．5g  枳壳  羌活  川芎  白芷  独活  防风  前胡  桔梗  薄荷各1．2g  荆芥  甘草各0．9g  柴胡2．1g  黄芩1．5g,1.2g ,健脾和胃，疏风清热。,祛风解表(风热)　目,风热上侵，眼中眵多吒臊，紧涩羞明，赤脉贯睛，头痛鼻塞，肿胀涕泪，脑巅沉重，眉骨痠疼，外翳如云雾、丝缕、秤星、螺盖。,上作一服。用水300m1，煎至150m1，去滓。,热服,,y,14.0,,,
清,煮散,内,3034.0,止疼消肿汤,《眼科阐微》卷三,黄连  生地  赤芍  当归尾  赤茯苓  防风  细辛各3g  大黄  桑白皮各6g  甘菊  谷精草  生甘草各9g,3g,疏风泻火，止疼消肿。,祛风解表,肝经风热上冲，两眼暴发赤肿,上为末。每次9g，水煎，去滓。,温服,,y,15.0,,,
宋,丸,内,4567.0,石决明丸,《鸡峰普济方》卷二十一,石决明  谷精草  白术  川芎  羌活  防风  甘草  楮子  蝉蜕  草决明  蕤仁各15g 木贼  青陈皮各22．5g  蛇蜕3g  细辛7．5g,15g,疏风清肝，退翳明目。,祛风解表,肝经风毒上攻，眼生翳膜，隐涩羞明，头目昏重。,上为细末，炼蜜为丸，如樱桃大。,每次1丸，食后、临卧用茶清嚼下，一日三次。,,y,15.0,,,
宋,煮散,内,5805.0,玄参散,《太平圣惠方》卷三十二,玄参30g  麦冬30g(去心)  防风30g  地骨皮30g  远志30g  川大黄30g(锉碎，微炒)  车前子30g  茺蔚子30g  决明子30g  蔓荆子30g  细辛30g  黄芩30g  黄连30g(去须)  犀角屑30g  甘草30g(炙微赤，锉),30g,疏风泻火，凉血解毒,祛风解表,眼目赤痛，内生障翳，乍好乍恶，多有泪出，见日不得，涩肿疼痛，心神烦热。,上为散。每次9g，以水250ml，煎至150ml，去滓。,食后温服,,y,15.0,,,
宋,丸,内,6372.0,圣饼子,《圣济总录》卷一O八,黄芩(去黑心)  苍术各30g  菊花　木贼  旋覆花  蝉蜕  防风  草决明  青葙子  甘草(去芦头)  桑叶  茼子  川芎  真珠(研)各15g  蛇蜕皮15g(盐泥固济瓶子，烧之，有翳即用),15g,清肝明目,明目　,目昏暗，视物不明。,上为末，炼蜜为丸，如小弹子大，捏作饼子。,每次1饼，食后用温水嚼服，砂糖水送服亦得。,,y,15.0,,,
元末,汤,内,7236.0,当归薄梗汤,《银海精微》卷下,薄荷  桔梗  知母  黑参  赤芍药　黄芩(jiu炒)  生地黄  菊花  茺蔚子  当归  桑白皮  防风  川芎  白芷  甘草,wbz,滋阴泻火，疏风散热。,祛风解表(风热)　目,阴虚火旺，风热上侵，眼中生翳，泪出羞明，发久不愈。,以水300m1，煎至240m1，去滓。,温服,,n,15.0,,,
宋,煮散,内,8420.0,麦门冬散,《圣济总录》卷一O三,麦冬(去心，焙)  防风  玄参  地骨皮  远志(去心)  大黄(锉炒)  车前子  茺蔚子  决明子(炒)  蔓荆实(去白皮)  细辛  黄芩  黄连  犀角屑  甘草(炙)各30g,30g,疏风泻火，凉血退翳。,明目,眼目赤痛生翳，时愈时发，多泪羞明，隐涩肿痒，心神烦躁,上为粗散。每次90g，用水150m1，煎至105ml，去滓。,食后温服,,y,15.0,,,
元,汤,内,9183.0,抑阳酒连散,《原机启微》卷下,生地黄  独活  黄柏  防风  知母各0.9g  蔓荆子  前胡  羌活  白芷  生甘草各1．2g  黄芩(酒制)  寒水石  栀子  黄连(酒制)各1．5g  防己0．9g,0.9g,补肾滋阴，疏风泻火。,明目　,神水紧小，渐缩至菜子许，及神水外围似虫蚀状，但皆能视物，不昏糊，稍有眊矂羞涩。,用水300m1，煎至150m1，去滓。,乘热服,,y,15.0,,方中以生地黄补益肾水，为君；黄柏、知母泻火坚阴，为臣；防风、羌活、蔓荆子、防风、白芷疏散风邪，生草、黄芩、山栀、寒水石、防己、黄连泻火抑阴，均为佐使。合而成方，共奏补肾滋阴，疏风泻火之效。,
宋,丸,内,616.0,八子丸,《圣济总录》卷一一一,青葙子  决明子(炒)  葶苈子(炒)　车前子  五味子  枸杞子  地肤子  茺蔚子  麦冬(去心，焙)  生地黄(洗，焙)  细辛(去苗叶)　肉桂(去粗皮)  赤茯苓(去黑皮)  泽泻  防风(去叉)  黄芩(去黑心)各30g ,30g,祛风热，补肝肾。,明目,风毒热眼，翳膜侵睛，内外两障，暴发赤痛，干涩昏花。,上为末，炼蜜为丸，如梧桐子大。,每服20～30丸，茶清送下，温米饮亦得，一日三次。,去叉,y,16.0,,,
明,汤,内,4873.0,四顺清凉饮子,《审视瑶函》卷三,当归身  龙胆草(酒洗，炒)  黄芩　桑皮(蜜制)  车前子  生地黄  赤芍  枳壳各2．4g  炙甘草0．9g  熟大黄  防风  川芎  川黄连(炒)  木贼草  羌活  柴胡各2g,2g,疏肝泻火，行气化瘀。,明目　肝热,肝经郁火，气滞血瘀，致患凝脂翳症。,上锉一剂。用水400ml，煎至320ml，去滓。,食远服,,y,16.0,,,
明,丸,内,6368.0,圣金丹,《永乐大典》卷一一四一二引《经验普济加减方》,蔓菁子120g  蛇蜕皮  蝉蜕  羌活  川芎  木贼  甘草(炙)  石决明  密蒙花  青葙子  石膏  青皮  枸杞子  白蒺藜  防风各30g　苍术(泔浸，切，焙)60g,30g,清肝化湿，祛风消翳。,明目　肝热,风湿热邪侵入肝经，眼生翳膜，昏晕黑花，发赤肿痛。,上为细末，炼蜜为丸，如弹子大。,每次1丸，细嚼，用茶、酒送服，一日三次。,,y,16.0,,,
宋,丸,内,9103.0,还睛丸,《仁斋直指》卷二十,蝉蜕(洗，晒)  苍术(童尿换浸二宿，焙)  熟地黄(洗，焙)  川芎  白蒺藜(炒，杵，去刺)各30g  茺蔚子  羌活  防风  木贼(去节，童尿浸一宿，晒)  甘菊  荆芥  蔓荆子  杏仁(浸，去皮，焙)  菟丝子(研，jiu浸)  石决明(煅存半生)  蛇蜕(jiu浸，洗净，焙)各15g,15g,补肾养肝，祛风消翳。,明目　肝肾虚,肝肾不足，风热上攻，眼生昏翳，视物昏花。,上研细末，炼蜜为丸，如弹子大。,每次1丸，食后细嚼，用茶送下。,,y,16.0,,,
元,丸,内,9109.0,还睛丹,《御药院方》卷十,苁蓉(jiu浸一伏时，切，焙干)  威灵仙  青葙子  巴戟(去心)  蝉蜕  甘菊花  密蒙花　旋覆花  防风  枸杞子  天麻(jiu浸一宿，焙干)　地骨皮各60g  蛇蜕皮45g(jiu浸一宿，炒黄)  香白花45g  桑花  麻子(水淘，去浮者，炒香)各30g,60g,补肾养肝，疏风清热。,明目　肾虚,肾虚眼见黑花飞蝇，见花或黑或白或红，久不已将变内障。,上为细末，炼蜜为丸，如豌豆大。,每次日。丸，空心、食前用温酒、白汤或粥饮送服。,,y,16.0,,,
明,散,内,9962.0,补肝散,《秘传眼科七十二症》卷三,大黄(酒蒸，久晒)  川芎  菊花  防风  牛蒡子(炒)  荆芥  玄参  蒺藜  细辛  黄芩  栀子  木贼  甘草  草决明(炒)  苍术  蔓荆子,wbz,祛风清热,祛风解表(风热)　目,风热上攻，致患鸡盲内障，至酉时黄昏则不见物，点灯时又见物，能视上者。,上为末,每次6g，临卧用米汤或酒调服。,,n,16.0,,,
元末,散,内,11433.0,泻肺散,《银海精微》卷上,当归  黄芩各30g  桔梗  麻黄  枳壳各15g  秦皮  葶苈  菊花  旋覆花  生地黄　防风  白芷  甘草  玄参  栀子各30g  地骨皮24g,30g,疏风散热，泻肺明目,祛风解表(风热)　目,风轮生疮或突起，愈后变成白翳，久不散者。,上为末,每次9g，桑白皮煎汤调服。,,y,16.0,,,
明,丸,内,1644.0,上清拨云丸,《丹台玉案》卷三,羚羊角  犀角各60g  牛黄24g　黄连(jiu炒)  黄芩(jiu炒)  川芎  白芷  当归各45g  菊花  大黄(煨)  防风  草决明  羌活  生地  滑石  地肤子  蝉蜕各30g,30g,清热凉血，祛风明目。,祛风解表(风热)　目,风热上壅，眼目昏花，迎风流泪，羞明怕日。,上为末，炼蜜为丸。,每次9g，临卧用温开水送服。,,y,17.0,,,
清•孟文瑞,散,外,2313.0,开障去翳散,《春脚集》卷一,黄连  黄芩  大黄  连翘  小生地  胆草  菊花  银花  薄荷  木贼  川羌活  蝉蜕  赤芍  防风  荆芥  甘草  黄柏各3g,3g,清热疏风，退翳明目。,祛风解表(风热)　目,目生翳膜，赤肿作痛，畏日羞明，迎风流泪，视物不清，暴发火眼、沙眼。,上药水煎浓汤，去滓澄清，放碗中，拣上好羊脑炉甘石30g煅红，淬入药汤内，连煅、淬3次，即将甘石浸在药汤内，再将碗口用纸封好，勿令落尘。俟过数日后极干时，再加入铜绿0．6g，胆矾0．6g，朱砂0．9g(水飞)，雄黄0．9g(水飞)，硼砂1．5g，冰片2。4g，麝香0．9g，共研极细末，收瓷瓶内，封固口。,用骨簪入凉水取起蘸药少许，点目中。,,y,17.0,,,
清,汤,内,6205.0,加减双解散,《眼科阐微》卷三,防风  荆芥  薄荷  桔梗  麻黄  黄芩  山栀  连翘  当归  芒硝  大黄  赤芍  滑石  石膏各3g  川芎  甘草各1．5g  白术2．4g,3g,疏风清热，泻火凉血。,祛风解表(风热)　目,时行赤眼，暴赤肿痛，白珠血片，甚至瘀血包珠。,加生姜3片，水煎，去滓。,温服,,y,17.0,,,
金,汤,内,7225.0,当归润燥汤,《兰室秘藏》卷上又名润燥汤(《东垣试效方》卷三,细辛o．3g  生甘草  炙甘草  熟地黄各o．9g  柴胡2．18  黄柏  知母  石膏  桃仁(泥子)  当归身  麻子仁  防风  荆芥穗各3g 升麻4．5g  红花少许  杏仁6个  小椒3个,3g,清热生津，养血润燥。,明目,消渴。大便闭涩，干燥结硬，兼喜温饮，阻头退缩，舌燥口干，眼涩难开，及于黑处见浮云。,上哎咀，都作一服。用水600m1，煎至150m1，去滓。,食远热服,,y,17.0,,,
明,丸,内,10845.0,拨云退翳还睛丸,《万病回春》卷五,密蒙花  木贼  白蒺藜  蝉蜕  青盐各30g  薄荷  香白芷  防风  生甘草  川芎  知母  荆芥穗  枸杞子  白芍各15g  黑脂麻150g　当归(酒洗，晒干)9g  甘菊花18g,15g,祛风散热，和血消翳。,明目,内障,上为细末，炼蜜为丸，如弹子大。,每次1丸，饭后细嚼，苦茶送服。,,y,17.0,,,
明,丸,内,10932.0,明目羊肝丸,《景岳全书》卷六十,黄连90g  家菊花  龙胆草  石决明(煅)  人参  当归  熟地  枸杞  麦冬  牛膝  青盐  黄柏  柴胡  防风  羌活各25g  肉桂12g羯羊肝1具(烙干为末),25g,补血养肝，祛风清热。,明目　肝虚,肝虚风热，冷泪赤涩，内外障眼。,上为末，炼蜜为丸，如梧桐子大。,每次30～40丸，温汤送服。,,y,17.0,,,
清,散,内,2044.0,云开散,《鸡鸣录》,白蒺藜90g  石决明(煅、飞)  炙甘草  防风  山栀炭  羌活  茯苓  蔓荆子各60g  当归  川芎  赤芍各45g  苍术(泔水浸一夜)　花粉  甘菊花  茺蔚子各30g  淡黄芩24g　蝉蜕  蛇蜕各15g,60g,祛风清热，活血退翳。,祛风解表(风热)　目,目疾，不论远近，或痒或痛；及胞生风粟，翳膜遮睛，目眶赤燥；或疹痘后，风眼涩痛，膜障。,上为细末。,每次6g，空心用开水调服。,,y,18.0,,,
现代,丸,内,2291.0,开光复明丸,《全国中药成药处方集》大同方,栀子60g  川黄连120g  黄芩  黄柏 大黄各60g  泽泻  玄参  红花  胆草各30g  赤芍  归尾各36g  菊花60g  防风30g  生地36g  石决明  蒺藜各60g  羚羊角3g  冰片15g,30g,清热散风，退翳明目。,祛风解表(风热)　目,翳障,共为细末，炼蜜为丸，每丸重4．5g，金箔为衣，蜡皮封固。,每次2丸，温开水送服。,,y,18.0,,,
